--
-- Fichier généré par SQLiteStudio v3.4.10 sur ven. août 29 12:39:40 2025
--
-- Encodage texte utilisé : System
--
PRAGMA foreign_keys = off;
BEGIN TRANSACTION;

-- Tableau : Finance
DROP TABLE IF EXISTS Finance;
CREATE TABLE IF NOT EXISTS Finance (Key_Finance VARCHAR NOT NULL, Date DATE NOT NULL, SKU TEXT NOT NULL, Taxe_Statut VARCHAR NOT NULL, Onsale_Web BOOLEAN NOT NULL, Price NUMERIC NOT NULL, Purchase_Price NUMERIC NOT NULL, CONSTRAINT Key_Finance PRIMARY KEY (Key_Finance));
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14692', '2022-10-01', '14692', 'taxable', 1, '21,7', '10,65');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13412', '2023-09-01', '13412', 'taxable', 1, '9,7', '5,21');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15298', '2023-09-01', '15298', 'taxable', 1, '24,2', '12,88');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14149', '2023-09-01', '14149', 'taxable', 1, '29,7', '16,09');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15487', '2023-09-01', '15487', 'taxable', 1, '13,4', '7,58');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15205', '2023-09-01', '15205', 'taxable', 1, '42,2', '22,02');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13230', '2023-09-01', '13230', 'taxable', 1, '68,1', '32,46');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14220', '2023-09-01', '14220', 'taxable', 1, 137, '67,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13172', '2023-09-01', '13172', 'taxable', 1, 30, '15,19');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14106', '2023-09-01', '14106', 'taxable', 1, '74,8', '40,19');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16094', '2023-09-01', '16094', 'taxable', 1, '29,9', '15,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15811', '2023-09-01', '15811', 'taxable', 1, '14,9', '7,39');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15179', '2023-09-01', '15179', 'taxable', 1, '36,8', '18,9');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14774', '2023-09-01', '14774', 'taxable', 1, '104,6', '50,61');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14944', '2023-09-01', '14944', 'taxable', 1, '14,5', '7,27');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15767', '2023-09-01', '15767', 'taxable', 1, '16,3', 8);
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16152', '2023-09-01', '16152', 'taxable', 1, '50,4', '26,04');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15746', '2023-09-01', '15746', 'taxable', 1, '21,4', '10,61');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14332', '2023-09-01', '14332', 'taxable', 1, '7,8', '4,15');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16192', '2023-09-01', '16192', 'taxable', 1, '27,5', '14,63');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16039', '2023-09-01', '16039', 'taxable', 1, '9,7', '5,41');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16328', '2023-09-01', '16328', 'taxable', 1, '16,2', '8,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16564', '2023-09-01', '16564', 'taxable', 1, '9,8', '5,01');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15475', '2023-09-01', '15475', 'taxable', 1, '26,5', '13,14');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15649', '2023-09-01', '15649', 'taxable', 1, '13,2', '6,68');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_2361', '2023-09-01', '2361', 'taxable', 1, '50,3', '25,84');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14828', '2023-09-01', '14828', 'taxable', 1, '61,6', '31,51');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15945', '2023-09-01', '15945', 'taxable', 1, '63,4', '33,74');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15807', '2023-09-01', '15807', 'taxable', 1, '30,5', '17,49');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16210', '2023-09-01', '16210', 'taxable', 1, 6, '3,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14506', '2023-09-01', '14506', 'taxable', 1, '86,2', '51,21');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15075', '2023-09-01', '15075', 'taxable', 1, 12, '5,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13765', '2023-09-01', '13765', 'taxable', 1, '62,4', '31,09');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16093', '2023-09-01', '16093', 'taxable', 1, '18,6', '10,04');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_12942', '2023-09-01', '12942', 'taxable', 1, '12,9', '6,33');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_12857', '2023-09-01', '12857', 'taxable', 1, '123,3', '67,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_12045', '2023-09-01', '12045', 'taxable', 1, '32,5', '16,18');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16148', '2023-09-01', '16148', 'taxable', 1, '9,9', '4,86');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_12339', '2023-09-01', '12339', 'taxable', 1, '29,6', '15,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15095', '2023-09-01', '15095', 'taxable', 1, '12,7', '6,82');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16567', '2023-09-01', '16567', 'taxable', 1, 28, '14,76');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15240', '2023-09-01', '15240', 'taxable', 1, 67, '36,05');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_793', '2023-09-01', '793', 'taxable', 1, '62,4', '33,21');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_812', '2023-09-01', '812', 'taxable', 1, '52,4', '28,16');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16292', '2023-09-01', '16292', 'taxable', 1, '9,3', '5,28');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_11736', '2023-09-01', '11736', 'taxable', 1, '30,4', '17,07');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15714', '2023-09-01', '15714', 'taxable', 1, '52,4', '29,65');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_3383', '2023-09-01', '3383', 'taxable', 1, '20,1', '10,79');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_1366', '2023-09-01', '1366', 'taxable', 1, '60,2', '36,87');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15631', '2023-09-01', '15631', 'taxable', 1, '26,1', '13,73');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15136', '2023-09-01', '15136', 'taxable', 1, '9,6', '4,81');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15145', '2023-09-01', '15145', 'taxable', 1, 13, '7,31');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13096', '2023-09-01', '13096', 'taxable', 1, '14,1', '7,12');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14632', '2023-09-01', '14632', 'taxable', 1, '14,6', '7,49');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15856', '2023-09-01', '15856', 'taxable', 1, '19,7', '10,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15615', '2023-09-01', '15615', 'taxable', 1, '25,9', '13,38');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15774', '2023-09-01', '15774', 'taxable', 1, 20, '10,79');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14930', '2023-09-01', '14930', 'taxable', 1, '17,4', '10,08');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15670', '2023-09-01', '15670', 'taxable', 1, '18,2', '9,78');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15429', '2023-09-01', '15429', 'taxable', 1, 12, '6,51');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16246', '2023-09-01', '16246', 'taxable', 1, 19, '10,31');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16010', '2023-09-01', '16010', 'taxable', 1, '23,4', '12,33');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16265', '2023-09-01', '16265', 'taxable', 1, '9,5', '5,06');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14657', '2023-09-01', '14657', 'taxable', 1, '13,3', '7,23');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15741', '2023-09-01', '15741', 'taxable', 1, 19, '9,62');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14141', '2023-09-01', '14141', 'taxable', 1, '26,1', '15,08');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13453', '2023-09-01', '13453', 'taxable', 1, 8, '4,44');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15147', '2023-09-01', '15147', 'taxable', 1, '31,5', '15,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16280', '2023-09-01', '16280', 'taxable', 1, '27,8', '15,08');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15564', '2023-09-01', '15564', 'taxable', 1, '22,8', '11,54');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14508', '2023-09-01', '14508', 'taxable', 1, '81,5', '44,36');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15465', '2023-09-01', '15465', 'taxable', 1, '21,1', '10,98');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14374', '2023-09-01', '14374', 'taxable', 1, '23,7', '13,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15930', '2023-09-01', '15930', 'taxable', 1, '38,6', '20,54');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13416', '2023-09-01', '13416', 'taxable', 1, '15,8', '8,57');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15343', '2023-09-01', '15343', 'taxable', 1, '51,9', '27,71');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15733', '2023-09-01', '15733', 'taxable', 1, '21,8', '12,18');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14300', '2023-09-01', '14300', 'taxable', 1, '7,8', '4,07');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14485', '2023-09-01', '14485', 'taxable', 1, '32,1', '17,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16138', '2023-09-01', '16138', 'taxable', 1, '15,3', '8,22');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_19822', '2023-09-01', '19822', 'taxable', 1, '96,6', '50,72');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15155', '2023-09-01', '15155', 'taxable', 1, '15,6', '7,77');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14626', '2023-09-01', '14626', 'taxable', 1, '17,6', '8,99');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15126', '2023-09-01', '15126', 'taxable', 1, '116,4', '63,15');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15026', '2023-09-01', '15026', 'taxable', 1, '7,1', '3,48');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13117', '2023-09-01', '13117', 'taxable', 1, 39, '19,14');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16330', '2023-09-01', '16330', 'taxable', 1, '11,6', '5,69');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15404', '2023-09-01', '15404', 'taxable', 1, '14,4', '7,59');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_3507', '2023-09-01', '3507', 'taxable', 1, '119,9', '63,19');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15360', '2023-09-01', '15360', 'taxable', 1, '22,5', '12,47');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14000', '2023-09-01', '14000', 'taxable', 1, '61,6', '33,42');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16319', '2023-09-01', '16319', 'taxable', 1, '14,6', '7,33');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16004', '2023-09-01', '16004', 'taxable', 1, '23,9', '13,09');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16097', '2023-09-01', '16097', 'taxable', 1, '8,8', '4,6');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_19821', '2023-09-01', '19821', 'taxable', 1, '63,2', '34,3');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_1364', '2023-09-01', '1364', 'taxable', 1, '41,4', '26,47');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15120', '2023-09-01', '15120', 'taxable', 1, '8,1', '4,19');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15116', '2023-09-01', '15116', 'taxable', 1, '16,6', '8,99');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14101', '2023-09-01', '14101', 'taxable', 1, '62,4', '31,27');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16047', '2023-09-01', '16047', 'taxable', 1, 11, '5,93');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14983', '2023-09-01', '14983', 'taxable', 1, '191,3', '116,06');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16030', '2023-09-01', '16030', 'taxable', 1, '33,7', '18,11');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16324', '2023-09-01', '16324', 'taxable', 1, 14, '7,31');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14756', '2023-09-01', '14756', 'taxable', 1, '23,7', '12,73');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_10014', '2023-09-01', '10014', 'taxable', 1, '38,5', '19,56');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16540', '2023-09-01', '16540', 'taxable', 1, 26, '12,9');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15489', '2023-09-01', '15489', 'taxable', 1, '31,4', '17,6');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15306', '2023-09-01', '15306', 'taxable', 1, '18,5', '9,81');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16277', '2023-09-01', '16277', 'taxable', 1, '24,7', '12,87');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_11641', '2023-09-01', '11641', 'taxable', 1, 57, '36,97');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15428', '2023-09-01', '15428', 'taxable', 1, '15,3', '8,14');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15292', '2023-09-01', '15292', 'taxable', 1, '26,7', '14,48');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13957', '2023-09-01', '13957', 'taxable', 1, '36,3', '17,82');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15647', '2023-09-01', '15647', 'taxable', 1, 40, '19,63');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_2179', '2023-09-01', '2179', 'taxable', 1, '54,5', '31,71');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_12496', '2023-09-01', '12496', 'taxable', 1, 24, '12,4');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15525', '2023-09-01', '15525', 'taxable', 1, '18,6', '10,66');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13211', '2023-09-01', '13211', 'taxable', 1, 69, '37,43');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_12790', '2023-09-01', '12790', 'taxable', 1, 115, '56,45');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16498', '2023-09-01', '16498', 'taxable', 1, '12,3', '6,71');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15720', '2023-09-01', '15720', 'taxable', 1, '87,8', 47);
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_13291', '2023-09-01', '13291', 'taxable', 1, 23, '11,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15196', '2023-09-01', '15196', 'taxable', 1, '11,9', '6,74');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15928', '2023-09-01', '15928', 'taxable', 1, '7,3', '3,98');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15432', '2023-09-01', '15432', 'taxable', 1, 46, '24,72');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_12589', '2023-09-01', '12589', 'taxable', 1, '133,4', '85,23');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15648', '2023-09-01', '15648', 'taxable', 1, '36,8', '22,73');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15711', '2023-09-01', '15711', 'taxable', 1, '55,2', '30,79');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15892', '2023-09-01', '15892', 'taxable', 1, '12,7', '6,36');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15672', '2023-09-01', '15672', 'taxable', 1, '17,1', '9,28');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15735', '2023-09-01', '15735', 'taxable', 1, '46,5', '24,99');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15769', '2023-09-01', '15769', 'taxable', 1, '14,3', '7,74');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16190', '2023-09-01', '16190', 'taxable', 1, '17,8', '10,27');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_14856', '2023-09-01', '14856', 'taxable', 1, '19,2', '9,42');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16317', '2023-09-01', '16317', 'taxable', 1, '20,3', '10,77');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_15729', '2023-09-01', '15729', 'taxable', 1, '31,3', '16,22');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16497', '2023-09-01', '16497', 'taxable', 1, '16,9', '9,08');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-9_16056', '2023-09-01', '16056', 'taxable', 1, '20,7', '11,69');
