SKU;Virtuals;Downloadable;Rating_count;Average_rating;Post_author;Post_date;Post_date_gmt;Product_type;Segment;Post_title;Post_excerpt;Contenance;Post_status;Comment_status;Ping_status;Post_name;Post_modified;Post_modified_gmt;Post_parent;Guid;Post_type;Comment_count
16057;0;0;3;4,8;2;17-04-2022;17-04-2022;Vin;Vin;Domaine Pellé Sancerre Rouge La Croix Au Garde 2021;Plantées sur des caillotes, cette vigne nous offre un vin tout en fraîcheur. Le fruit croquant, caractéristique du pinot noir prédomine  une expression en dentelle pour des verres de plaisir.;75cl;publish;closed;closed;pelle-sancerre-rouge-la-croix-au-garde-2021;07-07-2022;07-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16057;product;3
16062;0;0;2;4,3;2;15-05-2022;15-05-2022;Vin;Vin;Domaine Brintet Mercurey Blanc Vieilles Vignes 2018;Issu de vieilles vignes, ce Mercurey Vieilles Vignes présente un supplément de finesse, de gras et de tension. C'est de doré du Chardonnay qui amène des arômes de fleurs blanches de noisettes, d'amandes et d'épices. Une touche minérale participe à sa typicité. Il est riche et soyeux.;75cl;publish;closed;closed;domaine-brintet-mercurey-blanc-vieilles-vignes-2018;05-08-2022;05-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16062;product;2
16063;0;0;4;4,1;2;15-05-2022;15-05-2022;Vin;Vin;Domaine Brintet Mercurey Rouge Vieilles Vignes 2018;Ce Mercurey rouge possède un charme particulier. Typique, il est à la fois fruité et minéral. Ces caractéristiques s'associent à une solide charpente, ample et d'une bonne longueur en bouche.;75cl;publish;closed;closed;domaine-brintet-mercurey-rouge-vieilles-vignes-2018;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16063;product;4
16065;0;0;3;3,9;2;28-02-2022;28-02-2022;Vin;Vin;Domaine Hauvette Les Baux de Provence Cornaline 2014;Un grand vin des Baux de Provence élégant, puissant, charnu, et intense.;75cl;publish;closed;closed;domaine-hauvette-cornaline-2014;16-07-2022;16-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16065;product;3
16066;0;0;0;;2;28-02-2022;28-02-2022;Vin;Vin;Domaine Hauvette Les Baux de Provence Amethyste 2021;Un vin rouge profond, minéral et comme tous les vins de Dominique Hauvette très élégant. La grande majorité de Cinsault apporte beaucoup de souplesse et d'élégance à cette cuvée.;75cl;publish;closed;closed;hauvette-baux-provence-amethyste-2021;16-07-2022;16-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16066;product;0
16067;0;0;3;5;2;22-02-2022;22-02-2022;Vin;Vin;Domaine Hauvette IGP Alpilles Dolia 2013;Ce blanc, composé de clairette, roussanne et marsanne, sent bon les plantes, le caillou et l'ananas, rappelant certains jurançons. Sa texture vineuse est poussée par de fins amers en finale. Un grand blanc apaisant qui est loin d'avoir dit son dernier mot.;75cl;publish;closed;closed;domaine-hauvette-igp-alpilles-dolia-2013;22-02-2022;22-02-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16067;product;3
16068;0;0;0;;2;22-02-2022;22-02-2022;Vin;Vin;Domaine Hauvette IGP Alpilles Jaspe 2021;Un magnifique blanc 100% Roussanne avec une fraîcheur, de l'élégance et de la gourmandise. Un grand blanc du Sud !;75cl;publish;closed;closed;domaine-hauvette-igp-alpilles-jaspe-2021;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16068;product;0
16069;0;0;10;4,9;2;12-02-2022;12-02-2022;Vin;Vin;Plateau des Chênes Lirac 2015;Doté d’une robe pourpre intense, ce vin développe de puissants arômes de fruits noirs et une légère pointe de fumé et d’épices.;75cl;publish;closed;closed;plateau-chenes-lirac-2015;24-08-2022;24-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16069;product;10
16071;0;0;1;3,4;2;18-01-2022;18-01-2022;Vin;Vin;Clos du Mont-Olivet Châteauneuf-du-Pape 2018;Exceptionnelle à bien des égards, l’année 2017 a engendré des records climatiques qui se sont traduits par une récolte précoce et peu quantitative. Marquant à plus d’un fait, on retiendra surtout de ce millésime l’excellente qualité des vins produits. Des vins équilibrés, riches et dotés de jolis tanins veloutés.;75cl;publish;closed;closed;clos-du-mont-olivet-chateauneuf-du-pape-2018;11-07-2022;11-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16071;product;1
16072;0;0;2;4,6;2;19-04-2022;19-04-2022;Vin;Vin;Clos du Mont-Olivet Lirac Rosé Farel 2019;Ce vin est le résultat de la rencontre de deux mondes. En effet, l’étiquette du vin a été réalisée par le peintre Pierre Farel. En accord avec l’artiste, le domaine a cherché à créer un vin de caractère tout en conservant finesse et fraîcheur.;75cl;publish;closed;closed;clos-du-mont-olivet-cotes-du-rhone-rose-farel-2019;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16072;product;2
16077;0;0;1;3,5;2;24-07-2021;24-07-2021;Vin;Vin;Domaine Giudicelli Patrimonio Rouge 2022;100% Nielluccio ce Patrimonio présente un nez intense sur les fruits noirs, les épices et le chocolat. La bouche est charnue et dynamique, tout en gardant beaucoup de fruit. Un vin définitivement et divinement racé !;75cl;publish;closed;closed;domaine-giudicelli-patrimonio-rouge-2022;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16077;product;1
16081;0;0;2;4,8;2;17-04-2022;17-04-2022;Vin;Vin;Pierre Martin Sancerre Les Monts Damnés 2018;Un Sancerre blanc équilibré, complexe et minéral aux notes de fruits mûrs et de fleurs blanches. Ce vin est fin et révèle une jolie longueur en bouche.;75cl;publish;closed;closed;pierre-martin-sancerre-les-monts-damnes-2018;19-05-2022;19-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16081;product;2
16093;0;0;2;4,4;2;13-02-2022;13-02-2022;Vin;Vin;Planeta Sicilia Etna Rosso 2018;Etna Rosso est un vin charnu mais garde beaucoup de gourmandise. Très expressif, il exprime des arômes complexes de myrte, des sous-bois et d'épices orientales.;75cl;publish;closed;closed;8planeta-sicilia-etna-rosso-2018;23-06-2022;23-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16093;product;2
16094;0;0;3;3,8;2;30-01-2021;30-01-2021;Vin;Vin;Planeta Sicilia Noto Santa Cecilia 2022;Un grand Sicilien, plein de fruits noirs et d'épices douces, de pelures d'orange et de bergamote. En bouche, le vin bénéficie d'une grande texture et de beaucoup de densité.;75cl;publish;closed;closed;planeta-sicilia-santa-cecilia-2022;24-07-2022;24-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16094;product;3
16096;0;0;3;4,4;2;26-07-2021;26-07-2021;Vin;Vin;Planeta Sicilia Eruzione 1614 2021;L'histoire de l'Etna est parsemée d'éruptions historiques qui ont façonné sa forme. Le légendaire de 1614, qui a duré 10 ans, est la plus longue de tous les temps. Un nom très évocateur pour cette cuvée à base de Nerello Mascalese. Les terres volcaniques donnent un style élégant, fin et équilibré. Son parfum exprime de belles et fines notes de fruits rouges, de rose, d'épices orientales et de cire d'abeille. En bouche, les tanins typiques du Nerello sont assouplis par le vieillissement sous bois.;75cl;publish;closed;closed;planeta-sicilia-eruzione-1614-2021;19-08-2022;19-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16096;product;3
16097;0;0;1;3;2;20-02-2022;20-02-2022;Vin;Vin;Parcé Frères IGP Pays d'Oc Zoé Viognier 2019;"""<p id=""""product_reference"""">Le Viognier donne un Zoé Blanc, fin de grande qualité, gras, onctueux, très parfumé avec des notes florales et de fruits à chair blanche.</p>""";75cl;publish;closed;closed;parce-freres-igp-pays-oc-zoe-viognier-2019;25-07-2022;25-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16097;product;1
16119;0;0;0;;2;17-04-2022;17-04-2022;Vin;Vin;Albert Mann Riesling Grand Cru Schlossberg 2018;Ce vin porte une robe de couleur vert-jaune intense éclatante. Son expression olfactive est bien équilibrée, avenante, fraîche, fine et harmonieuse. On y décèle de notes d’agrumes frais, de bergamote, de kumquat, de citron jaune mûr, de compotée de pommes. On devine avec aisance la nature du terroir donnant à ce vin racé au noble caractère dû à la roche granitique. Il nous porte dans un univers de minéralité tout en dentelle. La bouche tendue, pluridimensionnelle avec un goût de roche presque imperceptible lui confère une originalité, une personnalité unique. Ce vin est harmonieux, équilibré, sec avec une force distinguée et bien dosée. Très longue finale, vivace sans aucune dureté.;75cl;publish;closed;closed;albert-mann-riesling-grand-cru-schlossberg-2018;28-07-2022;28-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16119;product;0
16120;0;0;1;3,6;2;13-02-2022;13-02-2022;Vin;Vin;Paul Ginglinger Muscat Caroline 2018;Caroline est constituée pour majorité de muscat Ottonel sur le lieu-dit Mamsellenloch et de muscat d’Alsace à petits grains sur le lieu-dit Pflanzer. L’Ottonel apporte toute l’exubérance et la finesse aromatique que l’on est en droit d’attendre d’un muscat, tandis que le muscat à petits grains confère au vin une belle structure acide et donc un meilleur potentiel de vieillissement.;75cl;publish;closed;closed;paul-ginglinger-muscat-caroline-2018;20-08-2022;20-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16120;product;1
16121;0;0;0;;2;31-01-2021;31-01-2021;Vin;Vin;Albert Mann Riesling Cuvée Albert 2021;Il se présente avec une magnifique robe intense d’un jaune soutenu, au jambage bien présent. Le nez expressif s’ouvre progressivement aux arômes de fruits mûrs de lime, de cédrat de Corse et de pamplemousse rose. Il est de bonne augure. Il a une belle tenue, de la rigueur et une grande intensité. Bouche harmonieuse avec de la matière, dotée d’une belle gamme fruitée aux notes de pêche jaune et d’abricot qui lui donne de la gourmandise. Vin pur, salin au profil vertical doté d’une superbe persistance. Sa silhouette est bien structurée, soutenue par un joli fruité qui termine sur une finale salivante.;75cl;publish;closed;closed;albert-mann-riesling-albert-2021;18-07-2022;18-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16121;product;0
16124;0;0;2;3,4;2;14-02-2022;14-02-2022;Vin;Vin;Ollieux Romanis Corbières Boutenac Atal Sia 2021;Atal Sia «ainsi soit-il» en languedocien exprime en deux mots la philosophie de cette cuvée. Un vin profond, d’une robe pour pre offrant un nez complexe qui va des épices au moka, en passant par le cacao, la mûre et le cassis. La bouche fraîche et élégante permet les accords les plus audacieux.;75cl;publish;closed;closed;ollieux-romanis-corbieres-boutenac-atal-sia-2021;14-08-2022;14-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16124;product;2
16129;0;0;0;;2;09-10-2022;09-10-2022;Vin;Vin;Decelle-Villa Nuits-Saint-Georges Rouge 2016;La couleur éclate en un rouge profond et sombre et le nez offre des arômes de fruits cuits, de truffe et d’épices. En bouche, les tannins s’expriment pleinement dans une structure puissante qui laisse présager du potentiel de garde. C’est une vin solide et corpulent.;75cl;publish;closed;closed;decelle-villa-nuits-st-georges-rouge-2016;13-06-2022;13-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16129;product;0
16130;0;0;3;4,7;2;09-10-2022;09-10-2022;Vin;Vin;Decelle-Villa Meursault 2018;De couleur Jaune paille brillante, le Meursault Decelle-Villa se décline sur des notes briochées, amandées et de pomme fraîche. La bouche, de belle tension est pure et nette. Ce vin accompagnera bien les plats d’asperges, les grands poissons et même les foies gras. Il pourra vieillir jusqu’à 10 ans en cave.;75cl;publish;closed;closed;decelle-villa-meursault-2018;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16130;product;3
16131;0;0;0;;2;09-10-2022;09-10-2022;Vin;Vin;Decelle-Villa Savigny-Lès-Beaune Blanc 2018;Savigny-lès-Beaune marque le début stylistique de la Côte de Beaune. Le village est réputé pour ses rouges, les blancs n’occupant qu’une part infime (10 %). Issus de parcelles exposées sud sur des terres pauvres et pentues, ces chardonnays donnent un vin énergique et complet, déclinant des notes de fruits exotiques, de pomme golden dans une bouche dense et ample. Il faut l’apprécier frais dans ses jeunes années  un modèle de blanc fin et coulant totalement universel.;75cl;publish;closed;closed;decelle-villa-savigny-blanc-2018;27-03-2022;27-03-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16131;product;0
16132;0;0;11;3,1;2;18-04-2022;18-04-2022;Vin;Vin;Domaine de Montgilet Vin de France Grolleau 2019;C'est un vin de soif, léger et épicé. Le Grolleau est un vin de copains, tout en facilité et en gourmandise.;75cl;publish;closed;closed;domaine-de-montgilet-vin-de-france-grolleau-2019;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16132;product;11
16133;0;0;3;4,6;2;16-05-2021;16-05-2021;Vin;Vin;Borie La Vitarèle Pays d'Hérault Les Cigales 2019;La Cuvée des Cigales est composée de 50% de Grenache et 50% de Merlot prélevés sur les différents terroirs du domaine. Ces deux cépages tout en rondeur en font un vin de terrasse, un vin rafraîchissant où explosent les arômes de fruits et de garrigue.;75cl;publish;closed;closed;borie-la-vitarele-pays-herault-cigales-2019;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16133;product;3
16135;0;0;1;3,1;2;25-04-2022;25-04-2022;Vin;Vin;Mouthes Le Bihan Côtes de Duras L'Aimé Chai 2020;Belle robe jeune à dominante rubis soutenue. Nez fruité, avec des notes de fruits  confits, de confiture, de fruits noirs, épicé, poivré et mentholé. Bouche charnue, vin plein, dense, fruité, fumé, finissant sur des tanins tactiles et croquants Un vin de repas entre copains!;75cl;publish;closed;closed;mouthes-le-bihan-aime-chai-2020;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16135;product;1
16138;0;0;2;3,4;2;18-04-2022;18-04-2022;Vin;Vin;Camin Larredya Jurançon Moelleux Costat Darrer 2018;Ce vin de plaisir se caractérise par son fruité et sa fraicheur. Son caractère affirmé reste bordé par une sensation douce et veloutée en bouche et une finale fruitée. Très bon équilibre entre sucre et acidité. La gamme aromatique exprime toujours des fruits mûrs et exotiques (mandarine, ananas grillés, mangue…);75cl;publish;closed;closed;camin-larredya-jurancon-moelleux-costat-darrer-2018;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16138;product;2
16144;0;0;3;3,4;2;10-03-2022;10-03-2022;Vin;Vin;Château Simone Palette Blanc 2017;Les vins blancs sont d’une suprême élégance. Dans leur jeunesse, leur robe est dorée et leurs arômes marient des notes florales et fruitées finement boisées. Ils ont une durée de garde exceptionnelle, se parant progressivement d’une teinte vieil or, ils développent un bouquet à la fois délicat et puissant.;75cl;publish;closed;closed;chateau-simone-blanc-2017;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16144;product;3
16146;0;0;2;3,8;2;09-10-2022;09-10-2022;Vin;Vin;Château de la Selve Coteaux de l'Ardèche Blanc Saint-Régis Blanc 2019;Robe jaune citron clair de belle brillance. Nez aromatique et minéral aux arômes de pêche, agrumes et note mentholée. En bouche : bel équilibre, de la fraîcheur et du fruit.;75cl;publish;closed;closed;chateau-de-la-selve-igp-coteaux-de-lardeche-st-regis-blanc-2019;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16146;product;2
16147;0;0;5;5;2;07-03-2021;07-03-2021;Vin;Vin;Château de la Selve Vin de France Petite Selve 2019;Robe rubis soutenue. Nez aux arômes intenses de petits fruits rouges, d’épices, de réglisse. En bouche : vin friand et fruité sur des tanins souples et fins. Un très beau vin de copain!;75cl;publish;closed;closed;chateau-de-la-selve-vdf-petite-selve-2019;22-08-2022;22-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16147;product;5
16148;0;0;8;4,6;2;03-05-2022;03-05-2022;Vin;Vin;Château De La Selve IGP Coteaux de l'Ardèche Maguelonne Rosé 2019;Un rosé minéral, fruité et d’une grande fraîcheur. Le nez est fin, aromatique, fruité avec des arômes de fruits rouge et blanc et une note florale. La bouche est minérale, d’une belle fraîcheur et d’une belle finess;75cl;publish;closed;closed;chateau-de-la-selve-igp-coteaux-de-lardeche-maguelonne-rose-2019;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16148;product;8
16149;0;0;16;4,2;2;03-05-2022;03-05-2022;Vin;Vin;Triennes IGP Méditerranée Rosé 2019;D'une couleur très pâle, Triennes Rosé est un vin aromatique au nez de fruits rouges et de guimauve. La bouche est ronde, harmonieuse et bien équilibrée. Il est doté d'une belle fraîcheur, tout en élégance.;75cl;publish;closed;closed;triennes-igp-mediterranee-rose-2019;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16149;product;16
16151;0;0;2;3;2;13-04-2022;13-04-2022;Vin;Vin;Catherine et Claude Maréchal Bourgogne Aligoté 2018;Tout en justesse de goût, son bouquet est fruité (pomme, citron) ou floral. En bouche, ce vin énergique stimule les papilles.;75cl;publish;closed;closed;catherine-et-claude-marechal-bourgogne-aligote-2018;23-06-2022;23-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16151;product;2
16152;0;0;3;3,7;2;22-02-2022;22-02-2022;Vin;Vin;Catherine et Claude Maréchal Pommard La Chanière 2017;Ce Pommard a une robe d’un beau rubis, typique du pinot noir. Au nez, elle livre des arômes de cerises et de petits fruits rouges, avec une touche épicée. En bouche, nous avons de la longueur et de la persistance, pour définir un vin qui est solide et tannique.;75cl;publish;closed;closed;catherine-et-claude-marechal-pommard-la-chaniere-2017;16-07-2022;16-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16152;product;3
16153;0;0;2;4,2;2;28-02-2022;28-02-2022;Vin;Vin;Château de Cazeneuve Pic Saint-Loup Le Sang Du Calvaire 2017;Robe sombre, nez très expressif, en bouche un grand vin ample et riche, aux tanins soyeux avec une belle finale épicée.;75cl;publish;closed;closed;chateau-de-cazeneuve-pic-saint-loup-le-sang-du-calvaire-2017;12-06-2022;12-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16153;product;2
16154;0;0;2;4,4;2;28-02-2022;28-02-2022;Vin;Vin;Château de Cazeneuve Pic Saint-Loup Le Roc Des Mates 2017;Un vin pulpeux et séduisant, à la matière soyeuse et possédant une définition aromatique des plus classiques pour l'appellation : un fruit noir charnu, agrémenté d'un soupçon de Lila et une persistance épicée de poivre au parfum de réglisse.;75cl;publish;closed;closed;chateau-de-cazeneuve-pic-saint-loup-roc-des-mates-2017;22-08-2022;22-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16154;product;2
16155;0;0;10;3,9;2;17-05-2022;17-05-2022;Vin;Vin;Domaine La Croix Belle Côtes de Thongue Blanc N°7 2018;Robe dorée et brillante. Le nez intense évoque un mélange d'agrumes (citron confit, pamplemousse) et de fruits secs grillés. La bouche avec beaucoup de rondeur développe des notes minérales de fruits exotiques (ananas, passion) de miel et de vanille.;75cl;publish;closed;closed;domaine-la-croix-belle-cotes-de-thongue-blanc-n7-2018;21-07-2022;21-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16155;product;10
16159;0;0;5;4,9;2;26-04-2021;26-04-2021;Vin;Vin;Domaine La Croix Belle Côtes de Thongue Rosé Les Grillons 2019;Robe très pâle, couleur rosée aux légers reflets violets. Nez marqué par des notes florales et épicées. Subtil et harmonieux en bouche, ce rosé vous surprendra par sa grande finesse.;75cl;publish;closed;closed;domaine-la-croix-belle-cotes-de-thongue-rose-grillons-2019;29-07-2022;29-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16159;product;5
16160;0;0;3;4,9;2;14-02-2022;14-02-2022;Vin;Vin;Domaine de l'Hortus Pic Saint-Loup La Bergerie Rosé 2019;Arômes intenses, dominés par la framboise et de la fraise, aussi des notes amyliques et florales. Très belle attaque en bouche avec de la fraîcheur et de la finesse, mais aussi du volume et de la douceur. Une finale longue très riche en fruits mais avec des notes épicées et amyliques.;75cl;publish;closed;closed;hortus-pic-saint-loup-la-bergerie-rose-2019;12-08-2022;12-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16160;product;3
16166;0;0;4;3,6;2;14-02-2022;14-02-2022;Vin;Vin;Domaine de l'Hortus Pic Saint-Loup La Grande Cuvée 2018;Intense et très complexe : fruits secs, réglisse, violette, vanille, poire, fruits rouges et une touche mentholée. Attaque pleine de richesse : des tanins soyeux, du volume et de la rondeur. Très belle finale, toute en complexité et en élégance, on retrouve tous les arômes ressentis au nez et quelle longueur !;75cl;publish;closed;closed;hortus-pic-saint-loup-grande-cuvee-2018;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16166;product;4
16180;0;0;4;4,7;2;12-02-2022;12-02-2022;Vin;Vin;Rimauresq Côtes de Provence Cru Classé Rosé 2019;Frais et d’une belle finesse, cet excellent rosé a une robe rosée aux chatoiements saumonés. Son nez est floral et délicat, en bouche, il montre une grande souplesse, beaucoup de fraîcheur, mais aussi une belle structure.;75cl;publish;closed;closed;rimauresq-cotes-de-provence-cru-classe-rose-2019;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16180;product;4
16186;0;0;1;4,2;2;13-04-2022;13-04-2022;Vin;Vin;Alphonse Mellot Sancerre Blanc La Moussière 2018;Il séduit d'emblée par sa pureté et sa franchise. La bouche est vive, souple et souriante. C'est la franchise qui prime dans un équilibre souriant. Elle nous traduit un joli raisin, une belle vendange dans le chant et les rires des vendangeurs et des… vendangeuses. Elle nous raconte un travail bien fait dans le respect de l'ordre céleste et la générosité de la nature. C'est juste, on y trouve tout ce que l'on espérait et le bonheur en plus.;75cl;publish;closed;closed;alphonse-mellot-sancerre-blanc-la-moussiere-2018;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16186;product;1
16189;0;0;1;4,7;2;15-02-2022;15-02-2022;Vin;Vin;Le Pas de l'Escalette Languedoc Les Petits Pas 2019;Vin de gourmandise et de fraîcheur. Bouche très croquante, des tanins fins, une finale sur beaucoup de fruit et de rondeur. Un vrai vin de plaisir et un vrai coup de coeur!;75cl;publish;closed;closed;le-pas-de-lescalette-languedoc-petits-pas-2019;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16189;product;1
16190;0;0;2;4,3;2;15-02-2022;15-02-2022;Vin;Vin;Le Pas de l'Escalette Terrasses du Larzac Les Clapas Rouge 2018;Gourmand, élégant, fruité aux senteurs de mûre, groseille, myrtille et garrigue. La bouche est franche, minérale avec un côté soyeux provenant de la grappe entière des Syrah.;75cl;publish;closed;closed;le-pas-de-lescalette-larzac-clapas-rouge-2018;01-08-2022;01-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16190;product;2
16191;0;0;3;5;2;15-02-2022;15-02-2022;Vin;Vin;Le Pas de l'Escalette Coteaux du Languedoc Ze Rozé 2019;Elaboré comme un blanc, Ze Rozé s'exprime sur des notes fruitées et épicées, relevées par sa vivacité et son équilibre.;75cl;publish;closed;closed;le-pas-de-lescalette-coteaux-languedoc-ze-roze-2019;17-07-2022;17-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16191;product;3
16192;0;0;3;3,3;2;26-11-2022;26-11-2022;Vin;Vin;Le Pas de l'Escalette Terrasses du Larzac Le Grand Pas 2018;Le Grand Pas est fruité, épicé, et rappellera les senteurs du sud. Ample, avec une finesse aromatique représentative du terroir d'altitude.;75cl;publish;closed;closed;le-pas-de-lescalette-terrasses-du-larzac-le-grand-pas-2018;14-08-2022;14-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16192;product;3
16209;0;0;6;3,6;2;14-02-2022;14-02-2022;Vin;Vin;Maurel Cabardès Tradition 2017;Un joli nez aux arômes de fruits rouges, de cassis et de cacao. Une bouche structurée et harmonieuse. Un joli vin de tous les jours, tout en simplicité et en gourmandise.;75cl;publish;closed;closed;maurel-cabardes-tradition-2017;05-08-2022;05-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16209;product;6
16210;0;0;1;4,1;2;14-02-2022;14-02-2022;Vin;Vin;Maurel Pays d'Oc Chardonnay 2019;Un très joli petit chardonnay qui nous révèle des saveurs de fruits exotiques, de miel, avec une légère note grillée.;75cl;publish;closed;closed;maurel-pays-oc-chardonnay-2019;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16210;product;1
16211;0;0;8;3;2;14-02-2022;14-02-2022;Vin;Vin;Maurel Pays d'Oc Chenin-Colombard 2019;Ce vin d'une grande fraîcheur est élaboré à part de deux cépages très aromatiques, le chenin et le colombard. Avec ses arômes d'agrumes et de fleurs blanches, ce vin accompagnera délicieusement vos apéritifs dînatoires, vos entrées de poissons et plateaux de fromages.;75cl;publish;closed;closed;maurel-pays-doc-chenin-colombard-2019;07-08-2022;07-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16211;product;8
16213;0;0;2;4;2;15-03-2021;15-03-2021;Vin;Vin;Maurel Pays d'Oc Syrah 2019;Une Syrah fraîche et gouleyante. Une très belle aromatique sur les fruits rouges et les épices douces.;75cl;publish;closed;closed;maurel-pays-d-oc-syrah-2019;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16213;product;2
16229;0;0;16;3,5;2;18-04-2022;18-04-2022;Vin;Vin;Domaine Saint-Nicolas Fiefs Vendéens Rouge Reflets 2018;Offrant à l'oeil une jolie robe d'un rubis tendre, Reflets propose un bouquet sur de fines notes fruitées et épicées. Un rouge à la bouche fine et croquante, dotée d'une élégance toute ligérienne, avec de la fraîcheur et beaucoup de typicité. Une cuvée charmeuse et envoûtante.;75cl;publish;closed;closed;domaine-saint-nicolas-fiefs-vendeens-rouge-reflets-2018;13-08-2022;13-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16229;product;16
16230;0;0;8;3,8;2;20-07-2022;20-07-2022;Vin;Vin;Domaine Saint-Nicolas Vin de France Blanc Les Clous 2019;Issu d'un assemblage de chenin blanc et de chardonnay, ce vin présente des notes iodées ainsi que des arômes de fleurs blanches. En bouche, un vin d'une grande tension se dévoile, avec des saveurs salées et une fine amertume.;75cl;publish;closed;closed;domaine-saint-nicolas-fiefs-vendeens-blanc-les-clous-2019;13-08-2022;13-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16230;product;8
16237;0;0;0;;2;13-02-2022;13-02-2022;Vin;Vin;Elian Daros Côtes du Marmandais Clos Baquey 2015;"""<span id=""""u689-24"""">Clos Baquey  est  très aromatique avec beaucoup de délicatesse et un grain de tanin fin en final. Mis en bouteille après 3 ans d’élevage, il a vieilli une année supplémentaire en bouteille au chai avant commercialisation.""";75cl;publish;closed;closed;elian-daros-cotes-du-marmandais-clos-baquey-2015;28-07-2022;28-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16237;product;0
16238;0;0;2;3,7;2;13-02-2022;13-02-2022;Vin;Vin;Elian Daros Côtes du Marmandais Chante Coucou 2022;Vin structuré et complexe avec des arômes épicés et frais . Une vinification douce et respectueuse du fruit, suivie d’un élevage long en fûts de plusieurs vins permettent d’obtenir un vin aux tanins fins et soyeux. Le terroir argilo-graveleux apporte de la rondeur aux tanins et <em>Chante Coucou</em> se marie bien avec des mets en sauce. <em>Chante Coucou</em> est un vin de garde, s’il est bu jeune il est parfois bon de le carafer pour l’aider à s’ouvrir et à s’exprimer.;75cl;publish;closed;closed;elian-daros-cotes-du-marmandais-chante-coucou-2022;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=16238;product;2
