id_client;sexe;metier;employeur;revenus;nombre_enfants;type_vehicule;age_vehicule;points_perdus;formule;date_demande;Id_Random;Intervalle_Revenu;Ville;Enfants en charge
249037674;M;animateur 2D et 3D;Maréchal;108309;0;Van;8.0;1;dev_integral;10/01/2022;FA3469381;[100k€, 150k€];Marseille;Non
171275064;M;géothermicien;Millet SA;111916;0;z_SUV;;2;dev_premium;26/03/2022;QL3471227;[100k€, 150k€];Saint-Étienne-des-Oullières;Non
476931149;F;officier de la marine marchande;Lefort;72665;0;Panel Truck;14.0;10;dev_express;24/02/2022;JR3481427;[60k€, 100k€];Noisy-le-Sec;Non
235798867;F;technicien de maintenance en informatique;Faure SA;115308;1;Panel Truck;3.0;3;dev_integral;05/03/2022;CH3492578;[100k€, 150k€];Cahors;Oui
131421512;F;assistant réalisateur réalisatrice;Fontaine;0;0;Minivan;10.0;0;dev_express;30/04/2022;RK3508756;Inconnu;Borgo;Non
34434267;M;viticulteur;Antoine Lemaître et Fils;18213;0;Sports Car;1.0;0;dev_integral;26/01/2022;BK3511343;[0, 20k€];Choisey;Non
257833353;F;inspecteur de banque;Garcia;103076;1;Minivan;10.0;4;dev_vip;06/01/2022;CW3527898;[100k€, 150k€];Ussac;Oui
29775028;M;ingénieur gaz;Bertrand;54691;0;Minivan;13.0;0;dev_integral;09/01/2022;SZ3534156;[40k€, 60k€];L'Isle-d'Abeau;Non
713884148;M;conseiller sportif sportive en salle de remise en forme;Giraud Le Goff S.A.;84250;1;z_SUV;1.0;1;dev_integral;13/01/2022;ZU3549861;[60k€, 100k€];Sainte-Anne-d'Auray;Oui
201054523;F;météorologiste;Gaudin S.A.;164088;0;Sports Car;20.0;8;dev_integral;10/05/2022;BH3554453;[150k€ et +];Mazamet;Non
794040462;M;océanologue;Bègue SA;85127;3;Panel Truck;1.0;0;dev_integral;02/03/2022;VG3569945;[60k€, 100k€];Bitche;Oui
22460980;F;technicien de contrôle;Pasquier Antoine SARL;78397;4;Minivan;18.0;2;dev_express;30/01/2022;EY3578567;[60k€, 100k€];Saint-Jean-de-Maurienne;Oui
574158891;F;auteur-compositeur interprète interprète;Lefort;;0;z_SUV;25.0;0;dev_integral;14/04/2022;YE3589350;Inconnu;Labrit;Non
557742413;M;coordonnateur d'études cliniques;Olivier Brunel S.A.R.L.;123062;1;Panel Truck;19.0;0;dev_integral;29/05/2022;OK3593868;[100k€, 150k€];Réchésy;Oui
549986445;M;directeur artistique;Guillon Monnier et Fils;38898;1;Pickup;17.0;0;dev_express;24/05/2022;FT3602891;[20k€, 40k€];Bolquère;Oui
905883739;F;physicien médical médicale;Vallée;68564;0;Pickup;11.0;2;dev_integral;27/01/2022;XB3618370;[60k€, 100k€];Madic;Non
593108777;F;ingénieur chimiste en développement analytique;Legendre;53129;0;Van;13.0;3;dev_express;07/05/2022;CY3625222;[40k€, 60k€];Joué-lès-Tours;Non
757352494;M;conducteur de machines agricoles;Petitjean;32601;3;z_SUV;8.0;0;dev_premium;06/03/2022;MI3631202;[20k€, 40k€];Saint-Étienne;Oui
42018118;M;fleuriste;Ribeiro Garcia et Fils;46395;3;z_SUV;5.0;1;dev_express;06/05/2022;XB3646664;[40k€, 60k€];Davézieux;Oui
760469299;F;chercheur en chimie;Legendre S.A.;55086;1;Minivan;1.0;0;dev_premium;23/01/2022;KW3658353;[40k€, 60k€];Ingré;Oui
676967525;M;éditeur;Coste;0;1;z_SUV;1.0;3;dev_integral;21/01/2022;HC3661755;Inconnu;Liévin;Oui
944927413;M;chercheur en biologie;Hoareau;;3;Minivan;;1;dev_integral;24/05/2022;XB3679534;Inconnu;Bergerac;Oui
62426525;F;responsable de projets culturels;Bouchet Bonneau S.A.;25989;1;Minivan;8.0;4;dev_integral;23/04/2022;UQ3688193;[20k€, 40k€];Tremblay-en-France;Oui
660380025;F;conducteur de travaux  agricoles;Louis;128950;0;z_SUV;9.0;0;dev_express;19/02/2022;ES3692030;[100k€, 150k€];Anduze;Non
591330652;F;commerçant en alimentation;Huet;34671;0;Minivan;7.0;0;dev_express;10/01/2022;SR3705338;[20k€, 40k€];Dargnies;Non
195933426;M;contremaître;Pottier;44022;2;Sports Car;13.0;0;dev_premium;26/02/2022;EY3717703;[40k€, 60k€];Entraygues-sur-Truyère;Oui
753800009;F;conducteur de train;Lombard S.A.S.;0;2;z_SUV;10.0;0;dev_express;03/01/2022;JT3723472;Inconnu;Jurançon;Oui
229711979;M;chef de publicité;Pires;;0;Minivan;;0;dev_integral;27/01/2022;ZZ3732734;Inconnu;Gramat;Non
270029813;M;technicien télécoms et réseaux;Perrot;42156;0;Panel Truck;8.0;2;dev_integral;26/05/2022;RC3743886;[40k€, 60k€];Noiseau;Non
949937496;F;femme de chambre;Leconte Bailly S.A.S.;0;1;Minivan;1.0;3;dev_integral;07/03/2022;YM3752303;Inconnu;Lacassagne;Oui
167555506;F;décolleteur;Grondin Allain S.A.S.;36302;0;z_SUV;;3;dev_express;16/04/2022;LK3767765;[20k€, 40k€];Orthez;Non
705235711;M;garçon de café;Da Costa SARL;35256;2;z_SUV;6.0;3;dev_express;23/05/2022;US3776264;[20k€, 40k€];Bram;Oui
133422221;F;pilote de ligne;Hoarau;26763;2;z_SUV;11.0;0;dev_premium;08/01/2022;UG3784495;[20k€, 40k€];Marcq-en-Barœul;Oui
854714763;M;ingénieur biomédical biomédicale;Pascal SARL;70565;1;Minivan;21.0;0;dev_integral;29/05/2022;UI3793004;[60k€, 100k€];Montcuq;Oui
343314151;M;ingénieur technico-commercial technico-commerciale en électronique;Bousquet;44830;2;Minivan;8.0;1;dev_integral;10/01/2022;ZB3809339;[40k€, 60k€];Vierzon;Oui
927875675;F;professeur de mathématiques ou de physique-chimie;Perrot SARL;83033;0;Minivan;;0;dev_integral;18/04/2022;GB3811615;[60k€, 100k€];Mende;Non
825541637;M;accessoiriste;Aubert S.A.;152787;2;Minivan;18.0;1;dev_express;16/01/2022;NQ3829091;[150k€ et +];Rodez;Oui
92691593;M;podo-orthésiste;Hervé Bigot SA;50100;0;Van;7.0;2;dev_express;02/01/2022;XN3839292;[40k€, 60k€];Lect;Non
740607512;M;esthéticien-cosméticien;Martineau;131277;0;Van;16.0;3;dev_integral;18/03/2022;WD3843870;[100k€, 150k€];Mouchamps;Non
528375582;M;ingénieur d'affaires en génie électrique;Julien SA;138854;0;Sports Car;14.0;0;dev_premium;19/01/2022;GT3855847;[100k€, 150k€];Vendôme;Non
685834429;M;biologiste médical;Renaud;77830;3;z_SUV;11.0;0;dev_integral;06/05/2022;LU3867366;[60k€, 100k€];Commentry;Oui
549794102;F;matelot à la pêche;Adam S.A.;39811;1;z_SUV;4.0;3;dev_express;27/04/2022;MZ3878468;[20k€, 40k€];Ercé-en-Lamée;Oui
720667319;M;consultant en management de l'innovation;Charrier;136458;0;Minivan;19.0;4;dev_express;16/02/2022;OM3885318;[100k€, 150k€];Charleville-Mézières;Non
514525729;F;ingénieur études et développement en logiciels de simulation;Costa Lacombe S.A.R.L.;;0;Pickup;14.0;0;dev_integral;06/03/2022;UL3891440;Inconnu;Buxy;Non
872514261;M;consultant en informatique décisionnelle;Lemaître;37092;0;z_SUV;5.0;0;dev_express;07/01/2022;BJ3908851;[20k€, 40k€];Aurillac;Non
895826770;M;agenceur de cuisines et salles de bains;Ruiz Techer SARL;118870;1;Minivan;16.0;0;dev_express;23/02/2022;XU3911875;[100k€, 150k€];Pendé;Oui
165295532;F;ingénieur intégration satellite;Guillon;118663;1;z_SUV;12.0;0;dev_integral;11/04/2022;QA3921910;[100k€, 150k€];Allanche;Oui
214882221;F;ingénieur fluides, énergies, réseaux, environnement;Lucas;;0;Sports Car;15.0;1;dev_integral;16/03/2022;LL3938371;Inconnu;Gennes-sur-Glaize;Non
342861311;F;ingénieur en caractérisation des matériaux;Godard;0;0;Minivan;11.0;2;dev_express;13/05/2022;YM3941766;Inconnu;Flèche;Non
429128652;M;mécanicien et technicien;Bernier;110911;0;Panel Truck;7.0;1;dev_express;08/01/2022;ZK3955304;[100k€, 150k€];Bretigney;Non
981057971;F;vendeur conseil caviste;Lagarde;109437;0;Van;3.0;0;dev_express;13/03/2022;WM3963264;[100k€, 150k€];Mulhouse;Non
71181985;M;ingénieur aromaticien aromaticienne;Roger S.A.S.;30969;0;Pickup;8.0;3;dev_express;05/01/2022;ZG3971927;[20k€, 40k€];Rouen;Non
931868441;F;ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA);Duhamel;71905;4;Pickup;8.0;1;dev_premium;17/02/2022;UL3981799;[60k€, 100k€];Yzernay;Oui
639006903;M;webmestre;Da Silva S.A.R.L.;0;0;z_SUV;16.0;0;dev_premium;14/04/2022;DC3993065;Inconnu;Orvault;Non
519292395;M;anatomiste;Ruiz et Fils;0;0;z_SUV;10.0;2;dev_express;10/02/2022;RT4008278;Inconnu;Bages;Non
986627860;M;traducteur technique;Brun;80052;3;Minivan;9.0;0;dev_integral;17/04/2022;EK4014493;[60k€, 100k€];Aurec-sur-Loire;Oui
792196051;F;responsable de la collecte des déchets ménagers;Guérin Marques S.A.R.L.;;0;Sports Car;1.0;7;dev_integral;15/02/2022;XC4021555;Inconnu;Labruguière;Non
607351322;M;installateur en télécoms;Charrier;137657;0;Panel Truck;5.0;0;dev_integral;07/04/2022;TQ4035117;[100k€, 150k€];Tour-du-Crieu;Non
454175399;M;menuisier;Coulon;0;3;z_SUV;5.0;8;dev_express;11/01/2022;SA4043478;Inconnu;Biars-sur-Cère;Oui
611811934;M;chargé des relations publiques;Dubois;256870;0;Panel Truck;16.0;0;dev_express;29/01/2022;BY4056455;[150k€ et +];Benney;Non
790529683;M;fiscaliste;Jacquet Traore et Fils;219768;0;Panel Truck;19.0;5;dev_express;27/01/2022;NN4065921;[150k€ et +];Cresserons;Non
206196303;F;guide-conférencier;Rousset SARL;58228;2;Minivan;7.0;0;dev_integral;09/04/2022;WP4071713;[40k€, 60k€];Vicq;Oui
647719405;F;chargé des relations publiques;Leroy;76123;2;z_SUV;8.0;0;dev_integral;04/02/2022;YB4081923;[60k€, 100k€];Vic-Fezensac;Oui
594117257;M;concepteur de niveaux de jeu web;Valentin;76488;2;Minivan;9.0;2;dev_premium;13/04/2022;KY4097633;[60k€, 100k€];Valdahon;Oui
349489914;M;administrateur territorial;Vallet;;0;Van;14.0;1;dev_premium;01/03/2022;TH4107549;Inconnu;Plougasnou;Non
877546076;F;vendeur en magasin;Paul;0;0;z_SUV;1.0;0;dev_premium;13/02/2022;SN4117825;Inconnu;Ajaccio;Non
351251758;M;chef de rayon;Evrard;39923;3;Van;1.0;2;dev_integral;27/03/2022;FH4125835;[20k€, 40k€];Petites-Loges;Oui
533416676;M;enseignant d'art;Da Silva Charles et Fils;107047;0;Sports Car;14.0;0;dev_express;26/03/2022;WC4135179;[100k€, 150k€];Sanary-sur-Mer;Non
616164342;F;maréchal-ferrant;Masse Benard S.A.;97775;0;Pickup;;0;dev_premium;05/04/2022;MD4149140;[60k€, 100k€];Gaillard;Non
592505103;F;podo-orthésiste;Durand S.A.S.;2825;0;z_SUV;16.0;2;dev_premium;23/01/2022;SW4155336;[0, 20k€];Sury-près-Léré;Non
46413377;M;façadier;Lucas Maury S.A.R.L.;82709;0;Pickup;16.0;0;dev_integral;14/02/2022;GW4166938;[60k€, 100k€];Hadol;Non
671423077;F;agent arboricole;Bègue;31114;0;Pickup;;0;dev_express;31/03/2022;LC4178138;[20k€, 40k€];Périgueux;Non
413358029;M;ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA);Letellier Lecomte S.A.;0;0;Pickup;1.0;1;dev_integral;11/05/2022;FB4182456;Inconnu;Surgères;Non
993108634;F;metteur en scène;Garnier;0;3;z_SUV;1.0;7;dev_integral;24/03/2022;VM4198289;Inconnu;Til-Châtel;Oui
597271892;M;agronome;Lelièvre;6576;0;Pickup;1.0;6;dev_express;29/03/2022;HL4207444;[0, 20k€];Vix;Non
617024306;F;designer d'interaction;Raymond;;3;Panel Truck;1.0;0;dev_integral;02/01/2022;RZ4214904;Inconnu;Dunkerque;Oui
952827285;M;collaborateur de notaire de notaire;Ferreira Faivre et Fils;30939;2;Pickup;1.0;5;dev_integral;29/05/2022;SH4227210;[20k€, 40k€];Roullet-Saint-Estèphe;Oui
738770352;M;ingénieur brevets;Leroux S.A.S.;99488;0;Van;16.0;11;dev_integral;18/04/2022;TO4236082;[60k€, 100k€];Boussac;Non
48190781;M;microtechnicien;Leroy SARL;14600;0;Minivan;1.0;2;dev_integral;17/04/2022;WH4243385;[0, 20k€];Monthion;Non
797568231;M;chef de cultures légumières;Coulon Leduc S.A.;81493;0;Minivan;7.0;6;dev_integral;08/03/2022;UK4252045;[60k€, 100k€];Aussillon;Non
596152711;F;accompagnateur en moyenne montagne;Lefèvre;81937;0;Sports Car;12.0;0;dev_express;28/04/2022;NF4263723;[60k€, 100k€];Lamotte-Beuvron;Non
964114982;M;orthodontiste;Barthelemy SARL;86603;0;z_SUV;7.0;1;dev_premium;05/04/2022;BB4275465;[60k€, 100k€];Larche;Non
8467576;M;hydrologue;Mendès;21891;2;Minivan;5.0;0;dev_premium;30/03/2022;YB4286832;[20k€, 40k€];Perpignan;Oui
233385530;F;auteur-compositeur interprète interprète;Girard SARL;61567;0;Minivan;1.0;2;dev_integral;09/04/2022;ND4291448;[60k€, 100k€];Limoges;Non
299673154;F;consultant en validation;Lefort;100788;0;Panel Truck;18.0;6;dev_express;06/05/2022;ZP4309589;[100k€, 150k€];Angers;Non
40478781;F;agent de développement des énergies renouvelables;Bailly;40662;1;z_SUV;11.0;4;dev_integral;29/04/2022;KE4313395;[40k€, 60k€];Cestas;Oui
460636426;F;géomètre-topographe;Lelièvre;38391;0;z_SUV;1.0;3;dev_express;03/01/2022;SH4325998;[20k€, 40k€];Vierzon;Non
950870120;M;ingénieur études et développement en logiciels de simulation;Duhamel;61077;0;Panel Truck;4.0;1;dev_vip;09/05/2022;EE4333525;[60k€, 100k€];Farlède;Non
333567382;F;assistant en architecture;Teixeira Blin S.A.R.L.;;0;Pickup;17.0;0;dev_integral;22/01/2022;EK4344030;Inconnu;Nouzonville;Non
197692132;F;coloriste;Dupuis Traore SA;30469;0;Minivan;15.0;0;dev_express;29/04/2022;XL4351249;[20k€, 40k€];Castelnaudary;Non
252778951;F;biostatisticien;Martinez;54096;0;Panel Truck;;5;dev_integral;24/02/2022;HP4368907;[40k€, 60k€];Arles;Non
341162899;F;directeur d'hôtel;Dupont;0;0;Pickup;1.0;0;dev_express;01/04/2022;WB4374411;Inconnu;Puceul;Non
624914462;F;responsable assurance qualité;Michaud Rolland S.A.S.;81474;0;Pickup;13.0;3;dev_express;12/02/2022;MS4382659;[60k€, 100k€];Lacroix-sur-Meuse;Non
547910569;F;coffreur-boiseur;Dupont;46214;4;Van;12.0;0;dev_integral;19/04/2022;HX4395799;[40k€, 60k€];Alignan-du-Vent;Oui
69005880;M;analyste de crédit;Chauvet De Sousa SARL;1344;3;z_SUV;6.0;2;dev_premium;06/02/2022;JS4408621;[0, 20k€];Bouzel;Oui
100830732;F;visiteur médical médicale;Aubert;7313;2;Sports Car;9.0;0;dev_integral;07/01/2022;ZD4413379;[0, 20k€];Tranche-sur-Mer;Oui
923020250;F;enseignant de la conduite automobile et de la sécurité routière;Laporte Merle S.A.R.L.;0;0;Pickup;1.0;0;dev_premium;19/03/2022;ED4423912;Inconnu;Saint-Laurent-les-Tours;Non
1860885;F;guichetier;Gilbert Labbé SARL;;0;Pickup;;0;dev_integral;10/03/2022;GT4432745;Inconnu;Saint-Fons;Non
932686219;F;assistant en ressources humaines;Reynaud;33522;0;Pickup;19.0;0;dev_integral;08/05/2022;LI4441776;[20k€, 40k€];Avesnes-sur-Helpe;Non
736860175;F;statisticien;Leleu et Fils;55262;2;z_SUV;7.0;0;dev_express;09/03/2022;AQ4454642;[40k€, 60k€];Clairac;Oui
278169212;M;auditeur qualité;Lévêque Roche SA;9619;0;z_SUV;15.0;2;dev_express;20/04/2022;YX4469977;[0, 20k€];Rahon;Non
652872436;F;libraire;Wagner S.A.S.;100085;0;Pickup;1.0;3;dev_integral;05/04/2022;NJ4475056;[100k€, 150k€];Bordeaux;Non
353028480;M;écrivain;Da Costa;87621;1;z_SUV;9.0;4;dev_integral;20/05/2022;PS4484272;[60k€, 100k€];Villemomble;Oui
743964218;M;archéologue;Lefebvre Renard S.A.;9981;1;z_SUV;6.0;1;dev_integral;03/03/2022;CG4493849;[0, 20k€];Tronville-en-Barrois;Oui
492542727;F;halieute;Sanchez;15796;3;z_SUV;1.0;2;dev_express;12/03/2022;ZF4502481;[0, 20k€];Bruay-la-Buissière;Oui
699416315;F;expert automobile;Le Goff S.A.S.;63695;2;Sports Car;12.0;0;dev_express;06/01/2022;LK4511881;[60k€, 100k€];Pontchâteau;Oui
247903379;M;animateur nature nature;Blin;;0;Pickup;4.0;7;dev_express;17/01/2022;OQ4526098;Inconnu;L'Honor-de-Cos;Non
431950127;F;auditeur qualité;Brun;12236;2;z_SUV;8.0;1;dev_integral;04/03/2022;BO4535874;[0, 20k€];Bagneux;Oui
598425831;F;ingénieur technico-commercial technico-commerciale;Ramos;148168;0;z_SUV;20.0;0;dev_premium;28/02/2022;QA4546810;[100k€, 150k€];Figeac;Non
45380209;M;responsable du soutien logistique intégré;Monnier;62486;0;Van;4.0;0;dev_express;22/03/2022;CY4556570;[60k€, 100k€];Salles-sur-Mer;Non
504971762;F;responsable du service après-vente;Delorme Dubois S.A.R.L.;45828;3;Minivan;10.0;0;dev_express;09/05/2022;SG4567770;[40k€, 60k€];L'Haÿ-les-Roses;Oui
423647201;F;gendarme;Leroy SA;90468;0;Pickup;;0;dev_integral;11/03/2022;AH4572720;[60k€, 100k€];Séris;Non
898631869;F;déclarant en douane;Martin S.A.;78374;0;Van;1.0;5;dev_integral;19/02/2022;QK4581715;[60k€, 100k€];Lanester;Non
141445656;F;secrétaire d'édition;Cousin David S.A.;0;2;Sports Car;8.0;2;dev_premium;28/04/2022;MU4592555;Inconnu;Sancé;Oui
937542593;M;technicien d'essais;Pereira S.A.R.L.;162255;0;Pickup;1.0;0;dev_integral;01/03/2022;IK4609998;[150k€ et +];Champagnole;Non
592859964;M;accompagnant éducatif et social éducative et sociale;Imbert;90991;3;Minivan;1.0;1;dev_integral;17/01/2022;BC4615230;[60k€, 100k€];Gap;Oui
627828331;M;ingénieur technico-commercial technico-commerciale en informatique;Coulon Pons SARL;10376;0;z_SUV;9.0;0;dev_premium;12/03/2022;XO4624527;[0, 20k€];Borgo;Non
459294600;M;monteur-câbleur;Robin Maréchal SARL;76778;0;Sports Car;5.0;1;dev_express;14/04/2022;NX4636223;[60k€, 100k€];Trévol;Non
736971720;M;conseiller en voyages;Morin;86268;0;Panel Truck;12.0;0;dev_express;17/02/2022;BL4641620;[60k€, 100k€];Montauban;Non
86772573;F;déclarant en douane;François;50519;0;Minivan;11.0;2;dev_integral;19/04/2022;NS4652163;[40k€, 60k€];Tignet;Non
857236178;M;avocat;Lucas;11559;2;Pickup;5.0;0;dev_integral;18/05/2022;WR4666474;[0, 20k€];Mennecy;Oui
684927392;M;électromécanicien en remontées mécaniques;David;66436;0;Pickup;12.0;1;dev_express;13/03/2022;JI4672134;[60k€, 100k€];Soucy;Non
493194995;F;plâtrier;Lemoine François S.A.R.L.;204668;2;Van;;0;dev_express;11/05/2022;OJ4684356;[150k€ et +];Cergy;Oui
634343179;F;façonnier des industries graphiques;Roussel Wagner S.A.;99247;0;Panel Truck;;1;dev_premium;11/01/2022;AK4698490;[60k€, 100k€];Cerisiers;Non
231434550;F;technicien radioprotection;Arnaud SA;24411;0;z_SUV;6.0;2;dev_integral;09/05/2022;SU4707908;[20k€, 40k€];Martres-Tolosane;Non
668800586;F;web-ergonome;Blanc SA;19502;3;Minivan;1.0;6;dev_integral;04/01/2022;ZY4717967;[0, 20k€];Brive-la-Gaillarde;Oui
31882806;F;conseiller en insertion sociale et professionnelle;Dupré;10730;2;z_SUV;6.0;7;dev_express;30/05/2022;LX4725973;[0, 20k€];Marseille;Oui
207041439;M;aide-chimiste;Benard;97916;0;Minivan;9.0;1;dev_express;06/03/2022;ES4735474;[60k€, 100k€];Paris;Non
61087160;M;formateur en informatique;Tanguy;39163;2;z_SUV;4.0;7;dev_premium;19/01/2022;VD4749716;[20k€, 40k€];Montataire;Oui
218098391;F;credit manager;Mahe;52953;1;Pickup;9.0;2;dev_integral;20/04/2022;JU4759583;[40k€, 60k€];Carpentras;Oui
960646647;M;conseiller en insertion sociale et professionnelle;Lemaire;0;0;z_SUV;1.0;1;dev_express;24/05/2022;VZ4767185;Inconnu;Garges-lès-Gonesse;Non
908029467;F;infirmier humanitaire;Brunet S.A.;0;1;z_SUV;1.0;8;dev_express;26/03/2022;YJ4772158;Inconnu;Hardinvast;Oui
831157828;F;microbiologiste;Pineau;11954;0;z_SUV;8.0;1;dev_integral;23/03/2022;QU4789950;[0, 20k€];Andouillé;Non
100208113;M;chef de projet éolien;Delattre Besson SARL;102904;0;Panel Truck;18.0;0;dev_integral;12/04/2022;EF4795376;[100k€, 150k€];Haybes;Non
909479253;M;chargé d'études ressources humaines;Gay;150956;0;Minivan;11.0;0;dev_integral;15/04/2022;QN4801488;[150k€ et +];Villeréal;Non
603971301;F;ingénieur chimiste en développement analytique;Barbier et Fils;55727;0;Pickup;6.0;1;dev_express;20/04/2022;LA4813090;[40k€, 60k€];Lizy-sur-Ourcq;Non
204546735;F;enseignant spécialisé spécialisée;Huet S.A.S.;24849;0;z_SUV;1.0;0;dev_integral;02/05/2022;NV4823056;[20k€, 40k€];Jaillans;Non
968439150;F;gestionnaire de contrats informatiques;Richard Maréchal S.A.;16227;3;Van;1.0;6;dev_express;21/05/2022;WQ4834198;[0, 20k€];Digne-les-Bains;Oui
128902374;F;designer industriel industrielle;Delaunay S.A.S.;66841;3;z_SUV;;0;dev_express;01/03/2022;YW4841074;[60k€, 100k€];Cassagnes-Bégonhès;Oui
602229598;F;formateur d'adultes;Ruiz SARL;64957;2;Minivan;7.0;3;dev_premium;10/05/2022;SN4855607;[60k€, 100k€];Flers;Oui
779624178;F;technicien chimiste;Didier;101637;0;Sports Car;10.0;1;dev_integral;06/03/2022;VL4866699;[100k€, 150k€];Paris;Non
578135332;F;expert en assurances;Barbe;19270;0;Minivan;1.0;0;dev_integral;26/05/2022;VL4874922;[0, 20k€];Dounoux;Non
844879272;F;orthophoniste;Rivière;26555;2;Sports Car;1.0;1;dev_integral;25/04/2022;BM4886222;[20k€, 40k€];Toulouse;Oui
922967381;M;moniteur d'activités équestres;Marty SA;38957;0;z_SUV;1.0;0;dev_premium;29/05/2022;UN4893491;[20k€, 40k€];Balan;Non
826845293;M;professeur de mathématiques ou de physique-chimie;Da Costa;33392;2;Sports Car;10.0;5;dev_express;03/02/2022;NH4905202;[20k€, 40k€];Labastide-du-Temple;Oui
462892636;M;avocat;Bernard SA;33571;2;Minivan;8.0;0;dev_express;16/05/2022;HX4915423;[20k€, 40k€];Carcassonne;Oui
195722546;F;professeur dans l'enseignement agricole;Lombard;68330;3;z_SUV;10.0;1;dev_express;15/05/2022;TL4929561;[60k€, 100k€];Pierrepont;Oui
335375976;M;médiateur scientifique;Da Silva;62361;1;z_SUV;6.0;2;dev_express;28/05/2022;NQ4934231;[60k€, 100k€];Poitiers;Oui
911685716;F;traffic manager;Delmas S.A.S.;18244;0;Pickup;11.0;2;dev_integral;27/03/2022;FG4949568;[0, 20k€];Brive-la-Gaillarde;Non
59670547;M;diagnostiqueur immobilier;Gonzalez;30360;0;z_SUV;1.0;4;dev_integral;03/02/2022;WR4958976;[20k€, 40k€];Saint-Quentin;Non
631212058;F;mécanicien-réparateur en matériel agricole;Le Roux;114547;0;Panel Truck;8.0;4;dev_premium;06/05/2022;ZR4964007;[100k€, 150k€];Châteauneuf-sur-Cher;Non
640880824;F;traducteur-interprète;Bertin Couturier S.A.R.L.;29079;0;Minivan;;3;dev_premium;12/05/2022;JR4976186;[20k€, 40k€];Saint-Dizier;Non
705448628;F;gestionnaire de contrats d'assurance;Auger S.A.R.L.;80021;0;Van;13.0;1;dev_integral;15/01/2022;LJ4987699;[60k€, 100k€];Nevers;Non
155093200;M;biostatisticien;Brunet SARL;18154;3;Pickup;1.0;1;dev_integral;24/01/2022;UT4998611;[0, 20k€];Aix-les-Bains;Oui
715183798;M;chef de rayon;Dufour;178356;0;Pickup;19.0;0;dev_integral;17/03/2022;OS5005937;[150k€ et +];Villerupt;Non
45398288;M;décorateur;Marin;0;0;z_SUV;9.0;1;dev_integral;29/03/2022;RB5011611;Inconnu;Andrésy;Non
173124759;M;affûteur;Valette et Fils;64032;0;Pickup;;0;dev_express;10/05/2022;FB5027179;[60k€, 100k€];Marseille;Non
423712104;F;régisseur de spectacles;Gallet Durand S.A.;113886;0;Minivan;15.0;0;dev_express;14/03/2022;VG5033535;[100k€, 150k€];Bergerac;Non
102863719;F;responsable des ouvrages hydroélectriques;Fontaine;32073;0;Pickup;10.0;0;dev_premium;31/05/2022;AH5048835;[20k€, 40k€];Jarnac;Non
356334131;F;administrateur de spectacle;Perrin Duhamel SA;149937;0;z_SUV;7.0;0;dev_integral;10/05/2022;JA5056922;[100k€, 150k€];Lunéville;Non
937573684;F;verrier au chalumeau;Delmas Boyer SA;33043;3;Pickup;1.0;0;dev_express;14/05/2022;LN5068221;[20k€, 40k€];Bernay;Oui
361438642;F;secrétaire administratif;Nicolas SA;111961;0;Van;12.0;2;dev_express;07/05/2022;DN5079732;[100k€, 150k€];Grisolles;Non
10755990;F;technicien en automatismes;Rousset;54639;0;Pickup;1.0;1;dev_integral;17/05/2022;JX5085631;[40k€, 60k€];Montigny-lès-Metz;Non
609374475;M;psychanalyste;Bourdon S.A.;5292;0;Minivan;8.0;0;dev_integral;17/03/2022;JH5097802;[0, 20k€];Saint-Hilaire-de-Clisson;Non
102262070;F;technicien de fabrication de mobilier et de menuiserie;Albert et Fils;146882;0;Van;10.0;3;dev_premium;15/03/2022;PC5103952;[100k€, 150k€];Angers;Non
877277908;F;commercial export;Colas Texier SARL;149854;0;Minivan;13.0;0;dev_express;30/03/2022;RL5112259;[100k€, 150k€];Baudreville;Non
961642063;F;technicien réalisateur réalisatrice radio;Lévy;75210;0;z_SUV;1.0;0;dev_express;21/01/2022;AZ5128514;[60k€, 100k€];Brioude;Non
64979459;M;secrétaire de rédaction;Carre Besnard S.A.;5768;3;z_SUV;1.0;2;dev_express;18/01/2022;BP5134009;[0, 20k€];Manosque;Oui
834563499;F;monteur-câbleur;Chrétien Besson S.A.R.L.;4216;0;Minivan;17.0;1;dev_integral;19/04/2022;AL5142303;[0, 20k€];Machine;Non
580997822;M;mécanicien marine navigant;Robin SARL;36978;0;Pickup;7.0;0;dev_premium;18/05/2022;KZ5157393;[20k€, 40k€];Mareuil;Non
65962225;M;veilleur stratégique;Faure S.A.R.L.;78387;0;Minivan;21.0;0;dev_express;04/04/2022;MG5163800;[60k€, 100k€];Sainte-Maxime;Non
181750125;M;mécanicien d'entretien d'avion;Ledoux Huet S.A.S.;135035;2;Minivan;8.0;0;dev_integral;25/03/2022;GP5178990;[100k€, 150k€];Acq;Oui
535310073;F;opérateur de fabrication de produits alimentaires;Benard SARL;79557;2;Minivan;1.0;7;dev_integral;23/03/2022;QQ5181130;[60k€, 100k€];Villeneuve-sur-Lot;Oui
777827288;F;chargé de recherche et développement déchets;Dupuis Clerc et Fils;105960;0;Panel Truck;11.0;0;dev_express;25/03/2022;QW5192043;[100k€, 150k€];Longine;Non
685041790;M;responsable de la collecte des déchets ménagers;Parent S.A.R.L.;;0;Minivan;22.0;0;dev_integral;23/02/2022;LV5207596;Inconnu;Ribécourt-Dreslincourt;Non
