Key_Sales;Sales;Orders;Stock
2023-9_15282;14;;66
2023-10_15282;12;;54
2022-10_15283;13;;19
2022-11_15283;22;102;99
2022-12_15283;28;;71
2023-1_15283;7;;64
2023-2_15283;6;24;82
2023-3_15283;7;;75
2023-4_15283;11;;64
2023-5_15283;12;48;100
2023-6_15283;16;;84
2023-7_15283;17;;67
2023-8_15283;13;54;108
2023-9_15283;20;;88
2023-10_15283;15;;73
2022-10_15106;10;;15
2022-11_15106;20;90;85
2022-12_15106;24;;61
2023-1_15106;6;;55
2023-2_15106;5;;50
2023-3_15106;6;36;80
2023-4_15106;9;;71
2023-5_15106;10;;61
2023-6_15106;13;66;114
2023-7_15106;14;;100
2023-8_15106;11;;89
2023-9_15106;18;;71
2023-10_15106;13;;58
2022-10_16283;12;;14
2022-11_16283;20;96;90
2022-12_16283;25;;65
2023-1_16283;7;;58
2023-2_16283;5;;53
2023-3_16283;7;42;88
2023-4_16283;8;;80
2023-5_16283;11;;69
2023-6_16283;14;84;139
2023-7_16283;16;;123
2023-8_16283;12;;111
2023-9_16283;19;;92
2023-10_16283;14;;78
2022-10_13379;13;;19
2022-11_13379;24;120;115
2022-12_13379;30;;85
2023-1_13379;9;;76
2023-2_13379;7;;69
2023-3_13379;7;60;122
2023-4_13379;11;;111
2023-5_13379;12;;99
2023-6_13379;17;90;172
2023-7_13379;18;;154
2023-8_13379;14;;140
2023-9_13379;23;;117
2023-10_13379;18;;99
2022-10_16317;12;;12
2022-11_16317;20;108;100
2022-12_16317;26;;74
2023-1_16317;6;;68
2023-2_16317;6;;62
2023-3_16317;7;48;103
2023-4_16317;9;;94
2023-5_16317;10;;84
2023-6_16317;15;78;147
2023-7_16317;15;;132
2023-8_16317;12;;120
2023-9_16317;18;;102
2023-10_16317;15;;87
2022-10_15032;12;84;103
2022-11_15032;20;;83
2022-12_15032;25;;58
2023-1_15032;6;42;94
2023-2_15032;6;;88
2023-3_15032;7;;81
2023-4_15032;8;30;103
2023-5_15032;10;;93
2023-6_15032;13;;80
2023-7_15032;17;48;111
2023-8_15032;12;;99
2023-9_15032;20;;79
2023-10_15032;15;90;154
2022-10_15033;14;90;114
2022-11_15033;23;;91
2022-12_15033;27;;64
2023-1_15033;8;48;104
2023-2_15033;8;;96
2023-3_15033;6;;90
2023-4_15033;9;30;111
2023-5_15033;12;;99
2023-6_15033;16;;83
2023-7_15033;16;48;115
2023-8_15033;13;;102
2023-9_15033;21;;81
2023-10_15033;16;102;167
2022-10_15428;10;60;79
2022-11_15428;18;;61
2022-12_15428;20;;41
2023-1_15428;5;30;66
2023-2_15428;5;;61
2023-3_15428;5;;56
2023-4_15428;7;12;61
2023-5_15428;9;;52
2023-6_15428;12;;40
2023-7_15428;13;30;57
2023-8_15428;11;;46
2023-9_15428;15;;31
2023-10_15428;12;66;85
2022-10_14680;7;;14
2022-11_14680;14;66;66
2022-12_14680;17;;49
2023-1_14680;5;;44
2023-2_14680;4;;40
2023-3_14680;4;24;60
2023-4_14680;5;;55
2023-5_14680;7;;48
2023-6_14680;10;48;86
2023-7_14680;10;;76
2023-8_14680;8;;68
2023-9_14680;13;;55
2023-10_14680;9;;46
2022-10_15859;13;;22
2022-11_15859;22;108;108
2022-12_15859;28;;80
2023-1_15859;7;;73
2023-2_15859;6;;67
2023-3_15859;8;60;119
2023-4_15859;11;;108
2023-5_15859;12;;96
2023-6_15859;15;78;159
2023-7_15859;17;;142
2023-8_15859;13;;129
2023-9_15859;20;;109
2023-10_15859;15;;94
2022-10_14679;9;;2
2022-11_14679;16;66;52
2022-12_14679;19;;33
2023-1_14679;6;;27
2023-2_14679;5;;22
2023-3_14679;5;42;59
2023-4_14679;7;;52
2023-5_14679;8;;44
2023-6_14679;11;60;93
2023-7_14679;12;;81
2023-8_14679;9;;72
2023-9_14679;13;;59
2023-10_14679;10;;49
2022-10_16229;14;;12
2022-11_16229;24;114;102
2022-12_16229;29;;73
2023-1_16229;7;;66
2023-2_16229;8;;58
2023-3_16229;8;60;110
2023-4_16229;9;;101
2023-5_16229;13;;88
2023-6_16229;17;90;161
2023-7_16229;18;;143
2023-8_16229;15;;128
2023-9_16229;22;;106
2023-10_16229;17;;89
2022-10_16230;13;;27
2022-11_16230;26;138;139
2022-12_16230;29;;110
2023-1_16230;7;;103
2023-2_16230;8;;95
2023-3_16230;7;54;142
2023-4_16230;10;;132
2023-5_16230;12;;120
2023-6_16230;16;90;194
2023-7_16230;18;;176
2023-8_16230;15;;161
2023-9_16230;21;;140
2023-10_16230;18;;122
2022-10_15667;15;;12
2022-11_15667;25;108;95
2022-12_15667;31;;64
2023-1_15667;7;;57
2023-2_15667;8;;49
2023-3_15667;8;54;95
2023-4_15667;11;;84
2023-5_15667;12;;72
2023-6_15667;16;90;146
2023-7_15667;19;;127
2023-8_15667;15;;112
2023-9_15667;21;;91
2023-10_15667;17;;74
2022-10_14746;9;;16
2022-11_14746;16;78;78
2022-12_14746;21;;57
2023-1_14746;6;;51
2023-2_14746;5;;46
2023-3_14746;6;42;82
2023-4_14746;8;;74
2023-5_14746;9;;65
2023-6_14746;12;60;113
2023-7_14746;13;;100
2023-8_14746;11;;89
2023-9_14746;15;;74
2023-10_14746;11;;63
2022-10_15361;15;;11
2022-11_15361;25;108;94
2022-12_15361;31;;63
2023-1_15361;8;;55
2023-2_15361;6;;49
2023-3_15361;7;54;96
2023-4_15361;11;;85
2023-5_15361;12;;73
2023-6_15361;17;90;146
2023-7_15361;19;;127
2023-8_15361;15;;112
2023-9_15361;21;;91
2023-10_15361;16;;75
2022-10_15196;11;;12
2022-11_15196;20;96;88
2022-12_15196;25;;63
2023-1_15196;7;;56
2023-2_15196;6;;50
2023-3_15196;6;36;80
2023-4_15196;8;;72
2023-5_15196;12;;60
2023-6_15196;14;72;118
2023-7_15196;14;;104
2023-8_15196;13;;91
2023-9_15196;20;;71
2023-10_15196;15;;56
2022-10_15657;12;;20
2022-11_15657;22;126;124
2022-12_15657;26;;98
2023-1_15657;7;;91
2023-2_15657;6;;85
2023-3_15657;6;48;127
2023-4_15657;9;;118
2023-5_15657;11;;107
2023-6_15657;14;78;171
2023-7_15657;15;;156
2023-8_15657;12;;144
2023-9_15657;18;;126
2023-10_15657;15;;111
2022-10_15658;8;;12
2022-11_15658;13;72;71
2022-12_15658;16;;55
2023-1_15658;4;;51
2023-2_15658;4;;47
2023-3_15658;4;30;73
2023-4_15658;5;;68
2023-5_15658;7;;61
2023-6_15658;10;54;105
2023-7_15658;10;;95
2023-8_15658;8;;87
2023-9_15658;12;;75
2023-10_15658;9;;66
2022-10_16527;12;;11
2022-11_16527;21;90;80
2022-12_16527;26;;54
2023-1_16527;7;;47
2023-2_16527;6;;41
2023-3_16527;6;42;77
2023-4_16527;8;;69
2023-5_16527;12;;57
2023-6_16527;15;84;126
2023-7_16527;14;;112
2023-8_16527;13;;99
2023-9_16527;19;;80
2023-10_16527;13;;67
2022-10_15670;14;;21
2022-11_15670;24;132;129
2022-12_15670;29;;100
2023-1_15670;6;;94
2023-2_15670;5;;89
2023-3_15670;8;54;135
2023-4_15670;10;;125
2023-5_15670;12;;113
2023-6_15670;16;90;187
2023-7_15670;17;;170
2023-8_15670;14;;156
2023-9_15670;21;;135
2023-10_15670;17;;118
2022-10_16513;13;;18
2022-11_16513;24;108;102
2022-12_16513;29;;73
2023-1_16513;7;;66
2023-2_16513;6;;60
2023-3_16513;9;60;111
2023-4_16513;11;;100
2023-5_16513;13;;87
2023-6_16513;16;96;167
2023-7_16513;18;;149
2023-8_16513;14;;135
2023-9_16513;23;;112
2023-10_16513;17;;95
2022-10_15839;11;;11
2022-11_15839;20;84;75
2022-12_15839;23;;52
2023-1_15839;6;;46
2023-2_15839;5;;41
2023-3_15839;5;30;66
2023-4_15839;9;;57
2023-5_15839;11;;46
2023-6_15839;13;78;111
2023-7_15839;14;;97
2023-8_15839;12;;85
2023-9_15839;16;;69
2023-10_15839;13;;56
2022-10_16244;12;;16
2022-11_16244;23;120;113
2022-12_16244;27;;86
2023-1_16244;7;;79
2023-2_16244;7;;72
2023-3_16244;6;48;114
2023-4_16244;11;;103
2023-5_16244;11;;92
2023-6_16244;15;78;155
2023-7_16244;18;;137
2023-8_16244;13;;124
2023-9_16244;20;;104
2023-10_16244;15;;89
2022-10_13460;11;;12
2022-11_13460;20;102;94
2022-12_13460;23;;71
2023-1_13460;6;;65
2023-2_13460;6;;59
2023-3_13460;7;42;94
2023-4_13460;8;;86
2023-5_13460;9;;77
2023-6_13460;13;72;136
2023-7_13460;14;;122
2023-8_13460;11;;111
2023-9_13460;17;;94
2023-10_13460;12;;82
2022-10_13089;13;;13
2022-11_13089;25;126;114
2022-12_13089;30;;84
2023-1_13089;8;;76
2023-2_13089;7;;69
2023-3_13089;8;42;103
2023-4_13089;9;;94
2023-5_13089;12;;82
2023-6_13089;16;90;156
2023-7_13089;19;;137
2023-8_13089;14;;123
2023-9_13089;23;;100
2023-10_13089;16;;84
2022-10_12942;9;;2
2022-11_12942;15;84;71
2022-12_12942;18;;53
2023-1_12942;5;;48
2023-2_12942;5;;43
2023-3_12942;4;30;69
2023-4_12942;6;;63
2023-5_12942;8;;55
2023-6_12942;11;60;104
2023-7_12942;12;;92
2023-8_12942;9;;83
2023-9_12942;13;;70
2023-10_12942;11;;59
2022-10_15944;6;;5
2022-11_15944;12;30;23
2022-12_15944;14;;9
2023-1_15944;4;;5
2023-2_15944;4;18;19
2023-3_15944;3;;16
2023-4_15944;4;;12
2023-5_15944;5;18;25
2023-6_15944;8;;17
2023-7_15944;8;;9
2023-8_15944;7;24;26
2023-9_15944;10;;16
2023-10_15944;8;;8
2022-10_14915;1;;18
2022-11_14915;2;12;28
2022-12_14915;2;;26
2023-1_14915;1;;25
2023-2_14915;1;6;30
2023-3_14915;1;;29
2023-4_14915;1;;28
2023-5_14915;1;6;33
2023-6_14915;1;;32
2023-7_14915;2;;30
2023-8_14915;1;6;35
2023-9_14915;2;;33
2023-10_14915;1;;32
2022-10_14912;12;;17
2022-11_14912;22;60;55
2022-12_14912;25;;30
2023-1_14912;7;;23
2023-2_14912;5;24;42
2023-3_14912;6;;36
2023-4_14912;9;;27
2023-5_14912;12;48;63
2023-6_14912;15;;48
2023-7_14912;15;;33
2023-8_14912;13;48;68
2023-9_14912;18;;50
2023-10_14912;15;;35
2022-10_15930;6;;1
2022-11_15930;10;42;33
2022-12_15930;11;;22
2023-1_15930;3;;19
2023-2_15930;3;12;28
2023-3_15930;3;;25
2023-4_15930;4;;21
2023-5_15930;6;18;33
2023-6_15930;6;;27
2023-7_15930;7;;20
2023-8_15930;6;24;38
2023-9_15930;8;;30
2023-10_15930;7;;23
2022-10_15945;8;;6
2022-11_15945;15;54;45
2022-12_15945;19;;26
2023-1_15945;5;;21
2023-2_15945;5;18;34
2023-3_15945;4;;30
2023-4_15945;6;;24
2023-5_15945;8;30;46
2023-6_15945;10;;36
2023-7_15945;12;;24
2023-8_15945;10;30;44
2023-9_15945;13;;31
2023-10_15945;11;;20
2022-10_14474;12;84;103
2022-11_14474;23;;80
2022-12_14474;27;;53
2023-1_14474;8;48;93
2023-2_14474;7;;86
2023-3_14474;8;;78
2023-4_14474;10;36;104
2023-5_14474;11;;93
2023-6_14474;17;;76
2023-7_14474;17;54;113
2023-8_14474;13;;100
2023-9_14474;21;;79
2023-10_14474;15;78;142
2022-10_15735;6;36;39
2022-11_15735;9;;30
2022-12_15735;12;;18
2023-1_15735;3;18;33
2023-2_15735;3;;30
2023-3_15735;3;;27
2023-4_15735;4;12;35
2023-5_15735;5;;30
2023-6_15735;7;;23
2023-7_15735;7;12;28
2023-8_15735;6;;22
2023-9_15735;8;;14
2023-10_15735;7;42;49
2022-10_15140;8;;15
2022-11_15140;13;60;62
2022-12_15140;16;;46
2023-1_15140;4;;42
2023-2_15140;4;18;56
2023-3_15140;4;;52
2023-4_15140;5;;47
2023-5_15140;6;24;65
2023-6_15140;9;;56
2023-7_15140;10;;46
2023-8_15140;8;24;62
2023-9_15140;12;;50
2023-10_15140;9;;41
2022-10_16238;6;;8
2022-11_16238;11;24;21
2022-12_16238;14;;7
2023-1_16238;3;;4
2023-2_16238;4;18;18
2023-3_16238;4;;14
2023-4_16238;5;;9
2023-5_16238;6;24;27
2023-6_16238;8;;19
2023-7_16238;9;;10
2023-8_16238;7;30;33
2023-9_16238;10;;23
2023-10_16238;8;;15
2022-10_16237;10;;20
2022-11_16237;18;66;68
2022-12_16237;21;;47
2023-1_16237;5;;42
2023-2_16237;5;18;55
2023-3_16237;5;;50
2023-4_16237;7;;43
2023-5_16237;9;42;76
2023-6_16237;12;;64
2023-7_16237;13;;51
2023-8_16237;11;42;82
2023-9_16237;15;;67
2023-10_16237;12;;55
2022-10_14941;12;;32
2022-11_14941;24;66;74
2022-12_14941;29;;45
2023-1_14941;9;;36
2023-2_14941;8;24;52
2023-3_14941;7;;45
2023-4_14941;12;;33
2023-5_14941;13;48;68
2023-6_14941;17;;51
2023-7_14941;20;;31
2023-8_14941;14;54;71
2023-9_14941;21;;50
2023-10_14941;18;;32
2022-10_14944;11;;22
2022-11_14944;19;60;63
2022-12_14944;24;;39
2023-1_14944;7;;32
2023-2_14944;5;24;51
2023-3_14944;7;;44
2023-4_14944;8;;36
2023-5_14944;11;42;67
2023-6_14944;13;;54
2023-7_14944;14;;40
2023-8_14944;12;48;76
2023-9_14944;18;;58
2023-10_14944;12;;46
2022-10_15141;15;;16
2022-11_15141;25;102;93
2022-12_15141;29;;64
2023-1_15141;9;;55
2023-2_15141;7;30;78
2023-3_15141;7;;71
2023-4_15141;9;;62
2023-5_15141;13;48;97
2023-6_15141;16;;81
2023-7_15141;19;;62
2023-8_15141;15;48;95
2023-9_15141;23;;72
2023-10_15141;16;;56
2022-10_38;10;;16
2022-11_38;18;72;70
2022-12_38;23;;47
2023-1_38;5;;42
2023-2_38;5;;37
2023-3_38;7;42;72
2023-4_38;7;;65
2023-5_38;11;;54
2023-6_38;13;72;113
2023-7_38;13;;100
2023-8_38;11;;89
2023-9_38;17;;72
2023-10_38;12;;60
2022-10_3568;15;;17
2022-11_3568;24;138;131
2022-12_3568;29;;102
2023-1_3568;8;;94
2023-2_3568;8;;86
2023-3_3568;7;42;121
2023-4_3568;9;;112
2023-5_3568;14;;98
2023-6_3568;16;84;166
2023-7_3568;19;;147
2023-8_3568;14;;133
2023-9_3568;22;;111
2023-10_3568;16;;95
2022-10_8193;12;;30
2022-11_8193;24;126;132
2022-12_8193;28;;104
2023-1_8193;6;;98
2023-2_8193;7;;91
2023-3_8193;8;48;131
2023-4_8193;9;;122
2023-5_8193;11;;111
2023-6_8193;16;84;179
2023-7_8193;17;;162
2023-8_8193;14;;148
2023-9_8193;20;;128
2023-10_8193;16;;112
2022-10_13416;6;;0
2022-11_13416;14;42;28
2022-12_13416;2;;26
2023-1_13416;6;;20
2023-2_13416;4;;16
2023-3_13416;1;24;39
2023-4_13416;8;;31
2023-5_13416;2;;29
2023-6_13416;5;42;66
2023-7_13416;12;;54
2023-8_13416;6;;48
2023-9_13416;7;;41
2023-10_13416;5;;36
2022-10_14905;8;;13
2022-11_14905;13;60;60
2022-12_14905;15;;45
2023-1_14905;5;;40
2023-2_14905;4;;36
2023-3_14905;4;24;56
2023-4_14905;5;;51
2023-5_14905;7;;44
2023-6_14905;9;48;83
2023-7_14905;10;;73
2023-8_14905;8;;65
2023-9_14905;11;;54
2023-10_14905;9;;45
2022-10_15787;9;;15
2022-11_15787;17;96;94
2022-12_15787;20;;74
2023-1_15787;5;;69
2023-2_15787;5;;64
2023-3_15787;6;36;94
2023-4_15787;7;;87
2023-5_15787;8;;79
2023-6_15787;12;66;133
2023-7_15787;13;;120
2023-8_15787;11;;109
2023-9_15787;15;;94
2023-10_15787;12;;82
2022-10_14800;5;;3
2022-11_14800;9;48;42
2022-12_14800;12;;30
2023-1_14800;3;;27
2023-2_14800;3;;24
2023-3_14800;3;18;39
2023-4_14800;4;;35
2023-5_14800;5;;30
2023-6_14800;6;36;60
2023-7_14800;7;;53
2023-8_14800;6;;47
2023-9_14800;8;;39
2023-10_14800;7;;32
2022-10_15683;15;;20
2022-11_15683;30;90;80
2022-12_15683;34;;46
2023-1_15683;8;;38
2023-2_15683;8;;30
2023-3_15683;10;72;92
2023-4_15683;11;;81
2023-5_15683;15;;66
2023-6_15683;21;108;153
2023-7_15683;22;;131
2023-8_15683;16;;115
2023-9_15683;26;;89
2023-10_15683;21;;68
2022-10_16505;13;;17
2022-11_16505;23;90;84
2022-12_16505;27;;57
2023-1_16505;7;;50
2023-2_16505;8;;42
2023-3_16505;8;54;88
2023-4_16505;9;;79
2023-5_16505;11;;68
2023-6_16505;15;78;131
2023-7_16505;18;;113
2023-8_16505;13;;100
2023-9_16505;20;;80
2023-10_16505;15;;65
2022-10_15767;7;;9
2022-11_15767;13;60;56
2022-12_15767;16;;40
2023-1_15767;4;;36
2023-2_15767;4;;32
2023-3_15767;5;30;57
2023-4_15767;6;;51
2023-5_15767;7;;44
2023-6_15767;10;48;82
2023-7_15767;9;;73
2023-8_15767;8;;65
2023-9_15767;11;;54
2023-10_15767;9;;45
2022-10_16504;18;;27
2022-11_16504;32;132;127
2022-12_16504;36;;91
2023-1_16504;10;;81
2023-2_16504;8;;73
2023-3_16504;11;66;128
2023-4_16504;13;;115
2023-5_16504;15;;100
2023-6_16504;20;108;188
2023-7_16504;21;;167
2023-8_16504;18;;149
2023-9_16504;28;;121
2023-10_16504;20;;101
2022-10_14982;7;;8
2022-11_14982;13;60;55
2022-12_14982;16;;39
2023-1_14982;5;;34
2023-2_14982;3;18;49
2023-3_14982;5;;44
2023-4_14982;5;;39
2023-5_14982;6;24;57
2023-6_14982;9;;48
2023-7_14982;9;;39
2023-8_14982;8;30;61
2023-9_14982;12;;49
2023-10_14982;9;;40
2022-10_15880;8;;10
2022-11_15880;15;60;55
2022-12_15880;18;;37
2023-1_15880;5;;32
2023-2_15880;4;18;46
2023-3_15880;5;;41
2023-4_15880;7;;34
2023-5_15880;9;30;55
2023-6_15880;10;;45
2023-7_15880;11;;34
2023-8_15880;9;30;55
2023-9_15880;13;;42
2023-10_15880;11;;31
2022-10_15879;7;;12
2022-11_15879;12;54;54
2022-12_15879;14;;40
2023-1_15879;4;;36
2023-2_15879;3;12;45
2023-3_15879;3;;42
2023-4_15879;5;;37
2023-5_15879;7;24;54
2023-6_15879;8;;46
2023-7_15879;8;;38
2023-8_15879;7;30;61
2023-9_15879;11;;50
2023-10_15879;8;;42
2022-10_14950;18;;0
2022-11_14950;42;132;90
2022-12_14950;53;;37
2023-1_14950;15;;22
2023-2_14950;10;48;60
2023-3_14950;13;;47
2023-4_14950;18;;29
2023-5_14950;22;90;97
2023-6_14950;28;;69
2023-7_14950;31;;38
2023-8_14950;23;108;123
2023-9_14950;37;;86
2023-10_14950;28;;58
2022-10_16010;7;;6
2022-11_16010;11;30;25
2022-12_16010;13;;12
2023-1_16010;3;;9
2023-2_16010;3;12;18
2023-3_16010;4;;14
2023-4_16010;4;;10
2023-5_16010;6;24;28
2023-6_16010;8;;20
2023-7_16010;9;;11
2023-8_16010;6;24;29
2023-9_16010;11;;18
2023-10_16010;7;;11
2022-10_15801;10;;24
2022-11_15801;20;102;106
2022-12_15801;22;;84
2023-1_15801;6;;78
2023-2_15801;5;;73
2023-3_15801;6;30;97
2023-4_15801;7;;90
2023-5_15801;11;;79
2023-6_15801;14;66;131
2023-7_15801;14;;117
2023-8_15801;11;;106
2023-9_15801;18;;88
2023-10_15801;14;;74
2022-10_15145;16;;24
2022-11_15145;28;114;110
2022-12_15145;32;;78
2023-1_15145;8;;70
2023-2_15145;9;;61
2023-3_15145;7;66;120
2023-4_15145;12;;108
2023-5_15145;13;;95
2023-6_15145;17;84;162
2023-7_15145;18;;144
2023-8_15145;16;;128
2023-9_15145;24;;104
2023-10_15145;19;;85
2022-10_15146;12;;29
2022-11_15146;23;96;102
2022-12_15146;27;;75
2023-1_15146;8;;67
2023-2_15146;7;;60
2023-3_15146;7;42;95
2023-4_15146;11;;84
2023-5_15146;12;;72
2023-6_15146;17;90;145
2023-7_15146;16;;129
2023-8_15146;14;;115
2023-9_15146;19;;96
2023-10_15146;15;;81
2023-5_30018;9;15;6
2023-6_30018;12;19;13
2023-7_30018;13;20;20
2023-8_30018;14;19;25
2023-9_30018;9;;16
2023-10_30018;9;12;19
2022-10_13910;5;36;44
2022-11_13910;9;;35
2022-12_13910;12;;23
2023-1_13910;3;18;38
2023-2_13910;3;;35
2023-3_13910;3;;32
2023-4_13910;4;12;40
2023-5_13910;5;;35
2023-6_13910;7;;28
2023-7_13910;7;18;39
2023-8_13910;6;;33
2023-9_13910;9;;24
2023-10_13910;7;36;53
2022-10_15030;13;84;94
2022-11_15030;21;;73
2022-12_15030;24;;49
2023-1_15030;6;30;73
2023-2_15030;6;;67
2023-3_15030;8;;59
2023-4_15030;10;24;73
2023-5_15030;12;;61
2023-6_15030;14;;47
2023-7_15030;15;42;74
2023-8_15030;13;;61
2023-9_15030;18;;43
2023-10_15030;14;84;113
2022-10_15875;7;48;64
2022-11_15875;14;;50
2022-12_15875;16;;34
2023-1_15875;5;24;53
2023-2_15875;4;;49
2023-3_15875;4;;45
2023-4_15875;5;12;52
2023-5_15875;7;;45
2023-6_15875;8;;37
2023-7_15875;10;18;45
2023-8_15875;8;;37
2023-9_15875;12;;25
2023-10_15875;10;42;57
2022-10_15038;5;30;25
2022-11_15038;9;;16
2022-12_15038;12;;4
2023-1_15038;3;18;19
2023-2_15038;3;;16
2023-3_15038;3;;13
2023-4_15038;4;12;21
2023-5_15038;5;;16
2023-6_15038;7;;9
2023-7_15038;7;24;26
2023-8_15038;6;;20
2023-9_15038;9;;11
2023-10_15038;6;30;35
2022-10_15452;11;78;96
2022-11_15452;22;;74
2022-12_15452;25;;49
2023-1_15452;7;30;72
2023-2_15452;6;;66
2023-3_15452;6;;60
2023-4_15452;9;18;69
2023-5_15452;10;;59
2023-6_15452;15;;44
2023-7_15452;15;42;71
2023-8_15452;13;;58
2023-9_15452;18;;40
2023-10_15452;15;90;115
2022-10_14797;4;24;27
2022-11_14797;8;;19
2022-12_14797;9;;10
2023-1_14797;2;12;20
2023-2_14797;2;;18
2023-3_14797;2;;16
2023-4_14797;3;12;25
2023-5_14797;4;;21
2023-6_14797;5;;16
2023-7_14797;6;18;28
2023-8_14797;4;;24
2023-9_14797;7;;17
2023-10_14797;5;30;42
2022-10_15444;10;72;94
2022-11_15444;19;;75
2022-12_15444;23;;52
2023-1_15444;5;36;83
2023-2_15444;5;;78
2023-3_15444;5;;73
2023-4_15444;7;18;84
2023-5_15444;11;;73
2023-6_15444;13;;60
2023-7_15444;13;36;83
2023-8_15444;11;;72
2023-9_15444;18;;54
2023-10_15444;12;78;120
2022-10_14736;8;54;46
2022-11_14736;16;;30
2022-12_14736;18;;12
2023-1_14736;5;24;31
2023-2_14736;4;;27
2023-3_14736;5;;22
2023-4_14736;6;18;34
2023-5_14736;9;;25
2023-6_14736;10;;15
2023-7_14736;11;18;22
2023-8_14736;9;;13
2023-9_14736;13;;0
2023-10_14736;11;60;49
2022-10_15490;8;48;62
2022-11_15490;13;;49
2022-12_15490;17;;32
2023-1_15490;4;24;52
2023-2_15490;3;;49
2023-3_15490;5;;44
2023-4_15490;6;18;56
2023-5_15490;8;;48
2023-6_15490;9;;39
2023-7_15490;10;30;59
2023-8_15490;8;;51
2023-9_15490;11;;40
2023-10_15490;9;42;73
2022-10_16416;12;78;91
2022-11_16416;23;;68
2022-12_16416;28;;40
2023-1_16416;6;48;82
2023-2_16416;7;;75
2023-3_16416;7;;68
2023-4_16416;8;36;96
2023-5_16416;13;;83
2023-6_16416;15;;68
2023-7_16416;16;42;94
2023-8_16416;14;;80
2023-9_16416;21;;59
2023-10_16416;15;96;140
2022-10_11862;3;18;19
2022-11_11862;6;;13
2022-12_11862;7;;6
2023-1_11862;2;12;16
2023-2_11862;2;;14
2023-3_11862;2;;12
2023-4_11862;2;12;22
2023-5_11862;3;;19
2023-6_11862;4;;15
2023-7_11862;4;12;23
2023-8_11862;4;;19
2023-9_11862;5;;14
2023-10_11862;4;18;28
2022-10_15201;9;66;74
2022-11_15201;16;;58
2022-12_15201;22;;36
2023-1_15201;5;30;61
2023-2_15201;5;;56
2023-3_15201;5;;51
2023-4_15201;8;18;61
2023-5_15201;9;;52
2023-6_15201;11;;41
2023-7_15201;12;30;59
2023-8_15201;10;;49
2023-9_15201;16;;33
2023-10_15201;11;66;88
2022-10_15736;5;;10
2022-11_15736;10;42;42
2022-12_15736;11;;31
2023-1_15736;3;;28
2023-2_15736;3;;25
2023-3_15736;3;18;40
2023-4_15736;4;;36
2023-5_15736;5;;31
2023-6_15736;7;36;60
2023-7_15736;7;;53
2023-8_15736;6;;47
2023-9_15736;8;;39
2023-10_15736;7;;32
2022-10_14897;5;;3
2022-11_14897;9;42;36
2022-12_14897;12;;24
2023-1_14897;3;;21
2023-2_14897;3;;18
2023-3_14897;3;24;39
2023-4_14897;4;;35
2023-5_14897;5;;30
2023-6_14897;7;36;59
2023-7_14897;8;;51
2023-8_14897;6;;45
2023-9_14897;8;;37
2023-10_14897;7;;30
2023-5_30017;8;13;5
2023-6_30017;9;14;10
2023-7_30017;10;15;15
2023-8_30017;12;20;23
2023-9_30017;8;;15
2023-10_30017;7;10;18
2022-10_11258;8;104;96
2022-11_11258;8;0;88
2022-12_11258;8;0;80
2023-1_11258;9;0;71
2023-2_11258;9;0;62
2023-3_11258;10;0;52
2023-4_11258;10;0;42
2023-5_11258;11;0;31
2023-6_11258;11;104;124
2023-7_11258;12;0;112
2023-8_11258;13;0;99
2023-9_11258;14;0;85
2023-10_11258;14;0;71
2022-10_7033;5;72;67
2022-11_7033;6;0;61
2022-12_7033;6;0;55
2023-1_7033;6;0;49
2023-2_7033;6;0;43
2023-3_7033;7;0;36
2023-4_7033;7;0;29
2023-5_7033;8;0;21
2023-6_7033;8;72;85
2023-7_7033;9;0;76
2023-8_7033;9;0;67
2023-9_7033;9;0;58
2023-10_7033;11;0;47
2022-10_13849;11;154;143
2022-11_13849;11;0;132
2022-12_13849;13;0;119
2023-1_13849;13;0;106
2023-2_13849;14;0;92
2023-3_13849;15;0;77
2023-4_13849;14;0;63
2023-5_13849;16;0;47
2023-6_13849;17;154;184
2023-7_13849;16;0;168
2023-8_13849;18;0;150
2023-9_13849;19;0;131
2023-10_13849;20;0;111
2022-10_15318;0;;0
2022-11_15318;6;42;36
2022-12_15318;17;;19
2023-1_15318;2;;17
2023-2_15318;4;12;25
2023-3_15318;1;;24
2023-4_15318;6;;18
2023-5_15318;6;24;36
2023-6_15318;8;;28
2023-7_15318;10;;18
2023-8_15318;6;30;42
2023-9_15318;12;;30
2023-10_15318;4;;26
2022-10_14864;26;;36
2022-11_14864;47;144;133
2022-12_14864;57;;76
2023-1_14864;15;;61
2023-2_14864;12;60;109
2023-3_14864;16;;93
2023-4_14864;18;;75
2023-5_14864;25;108;158
2023-6_14864;33;;125
2023-7_14864;36;;89
2023-8_14864;28;78;139
2023-9_14864;40;;99
2023-10_14864;29;;70
2022-10_14865;9;;19
2022-11_14865;17;54;56
2022-12_14865;20;;36
2023-1_14865;5;;31
2023-2_14865;4;18;45
2023-3_14865;5;;40
2023-4_14865;8;;32
2023-5_14865;9;42;65
2023-6_14865;13;;52
2023-7_14865;13;;39
2023-8_14865;11;48;76
2023-9_14865;15;;61
2023-10_14865;11;;50
2022-10_14527;8;;9
2022-11_14527;13;66;62
2022-12_14527;16;;46
2023-1_14527;4;;42
2023-2_14527;4;12;50
2023-3_14527;4;;46
2023-4_14527;6;;40
2023-5_14527;7;24;57
2023-6_14527;10;;47
