Key_Finance;Date;SKU;Taxe_Statut;Onsale_Web;Price;Purchase_Price
2023-5_15525;2023-05-01;15525;taxable;1;17;8,96
2023-5_13211;2023-05-01;13211;taxable;1;69;37,43
2023-5_12790;2023-05-01;12790;taxable;1;115;56,45
2023-5_16498;2023-05-01;16498;taxable;1;12,3;6,71
2023-5_15720;2023-05-01;15720;taxable;1;87,8;47
2023-5_13291;2023-05-01;13291;taxable;1;23;11,29
2023-5_15196;2023-05-01;15196;taxable;1;11,9;6,74
2023-5_15928;2023-05-01;15928;taxable;1;7,3;3,98
2023-5_15432;2023-05-01;15432;taxable;1;46;24,72
2023-5_12589;2023-05-01;12589;taxable;1;126,5;77,48
2023-5_15648;2023-05-01;15648;taxable;1;36,8;22,73
2023-5_15711;2023-05-01;15711;taxable;1;55,2;30,79
2023-5_15892;2023-05-01;15892;taxable;1;12,7;6,36
2023-5_15672;2023-05-01;15672;taxable;1;17,1;9,28
2023-5_15735;2023-05-01;15735;taxable;1;46,5;24,99
2023-5_15769;2023-05-01;15769;taxable;1;14,3;7,74
2023-5_16190;2023-05-01;16190;taxable;1;16,6;9,01
2023-5_14856;2023-05-01;14856;taxable;1;19,2;9,42
2023-5_16317;2023-05-01;16317;taxable;1;20,3;10,77
2023-5_15729;2023-05-01;15729;taxable;1;31,3;16,22
2023-5_16497;2023-05-01;16497;taxable;1;16,9;9,08
2023-5_16056;2023-05-01;16056;taxable;1;20,7;11,69
2023-5_10459;2023-05-01;10459;taxable;1;67,5;35,57
2023-5_15863;2023-05-01;15863;taxable;1;38,6;19,15
2023-5_15786;2023-05-01;15786;taxable;1;9,7;5,23
2023-5_15353;2023-05-01;15353;taxable;1;31,7;16,54
2023-5_16135;2023-05-01;16135;taxable;1;8,4;4,34
2023-5_16553;2023-05-01;16553;taxable;1;17,7;9,68
2023-5_16147;2023-05-01;16147;taxable;1;10,6;5,46
2023-5_15818;2023-05-01;15818;taxable;1;12,9;6,33
2023-5_15791;2023-05-01;15791;taxable;1;41,8;22,24
2023-5_15790;2023-05-01;15790;taxable;1;32,9;16,14
2023-5_15282;2023-05-01;15282;taxable;1;9,5;4,91
2023-5_16255;2023-05-01;16255;taxable;1;8,2;4,11
2023-5_16189;2023-05-01;16189;taxable;1;13,3;6,67
2023-5_15047;2023-05-01;15047;taxable;1;8,9;4,85
2023-5_13078;2023-05-01;13078;taxable;1;37;19,5
2023-5_19815;2023-05-01;19815;taxable;1;46;23,77
2023-5_15783;2023-05-01;15783;taxable;1;26,9;15,23
2023-5_5646;2023-05-01;5646;taxable;1;14,5;7,46
2023-5_8344;2023-05-01;8344;taxable;1;22;11,03
2023-5_15775;2023-05-01;15775;taxable;1;19,3;9,77
2023-5_13514;2023-05-01;13514;taxable;1;36,1;20,22
2023-5_15848;2023-05-01;15848;taxable;1;21,5;10,89
2023-5_12194;2023-05-01;12194;taxable;1;17,1;8,8
2023-5_10775;2023-05-01;10775;taxable;1;44;22,05
2023-5_14980;2023-05-01;14980;taxable;1;60;29,45
2023-5_13572;2023-05-01;13572;taxable;1;17,1;9,19
2023-5_15035;2023-05-01;15035;taxable;1;32,8;17,7
2023-5_14192;2023-05-01;14192;taxable;1;18,2;9,59
2023-5_15715;2023-05-01;15715;taxable;1;67;33,92
2023-5_15717;2023-05-01;15717;taxable;1;41,2;22,89
2023-5_3506;2023-05-01;3506;taxable;1;62,5;27,21
2023-5_3568;2023-05-01;3568;taxable;1;12;6,08
2023-5_16144;2023-05-01;16144;taxable;1;48,6;26,72
2023-5_15125;2023-05-01;15125;taxable;1;45;26,04
2023-5_15655;2023-05-01;15655;taxable;1;37,6;19,24
2023-5_14923;2023-05-01;14923;taxable;1;135;80,33
2023-5_15801;2023-05-01;15801;taxable;1;13,1;6,5
2023-5_14839;2023-05-01;14839;taxable;1;9,3;4,81
2023-5_11933;2023-05-01;11933;taxable;1;56;28,07
2023-5_13515;2023-05-01;13515;taxable;1;36,2;19,64
2023-5_15583;2023-05-01;15583;taxable;1;14,3;7,96
2023-5_15457;2023-05-01;15457;taxable;1;28,5;15,31
2023-5_13969;2023-05-01;13969;taxable;1;38;19,83
2023-5_15346;2023-05-01;15346;taxable;1;59,9;30,95
2023-5_15797;2023-05-01;15797;taxable;1;17,5;9,49
2023-5_15574;2023-05-01;15574;taxable;1;13,5;6,63
2023-5_15080;2023-05-01;15080;taxable;1;17,9;9,71
2023-5_11587;2023-05-01;11587;taxable;1;27,5;13,11
2023-5_16072;2023-05-01;16072;taxable;1;13,9;6,89
2023-5_15070;2023-05-01;15070;taxable;1;133,1;72,02
2023-5_15755;2023-05-01;15755;taxable;1;15,2;8,09
2023-5_10814;2023-05-01;10814;taxable;1;43;22,88
2023-5_15582;2023-05-01;15582;taxable;1;30,1;15,4
2023-5_14265;2023-05-01;14265;taxable;1;36;17,16
2023-5_15482;2023-05-01;15482;taxable;1;10,8;5,8
2023-5_11601;2023-05-01;11601;taxable;1;99;49,62
2023-5_15861;2023-05-01;15861;taxable;1;48,4;26,26
2023-5_15667;2023-05-01;15667;taxable;1;15,8;8,57
2023-5_16275;2023-05-01;16275;taxable;1;8,7;4,32
2023-5_16186;2023-05-01;16186;taxable;1;26,8;15,1
2023-5_12588;2023-05-01;12588;taxable;1;79,5;47,3
2023-5_15473;2023-05-01;15473;taxable;1;68,3;35,29
2023-5_14775;2023-05-01;14775;taxable;1;138,5;68,88
2023-5_7032;2023-05-01;7032;taxable;1;26,4;13,23
2023-5_14725;2023-05-01;14725;taxable;1;9,9;5,38
2023-5_16261;2023-05-01;16261;taxable;1;18,3;9,88
2023-5_15944;2023-05-01;15944;taxable;1;30,5;15,29
2023-5_16146;2023-05-01;16146;taxable;1;13,8;6,77
2023-5_15576;2023-05-01;15576;taxable;1;16,8;8,42
2023-5_523;2023-05-01;523;taxable;1;67,4;33,98
2023-5_16014;2023-05-01;16014;taxable;1;23,2;11,63
2023-5_13089;2023-05-01;13089;taxable;1;9,2;4,85
2023-5_15732;2023-05-01;15732;taxable;1;11,6;6,13
2023-5_14600;2023-05-01;14600;taxable;1;57,6;28,87
2023-5_15316;2023-05-01;15316;taxable;1;11,1;5,96
2023-5_15163;2023-05-01;15163;taxable;1;40,2;21,39
2023-5_16244;2023-05-01;16244;taxable;1;10,2;5,32
2023-5_16211;2023-05-01;16211;taxable;1;5,7;2,97
2023-5_15471;2023-05-01;15471;taxable;1;27,3;13,82
2023-5_15134;2023-05-01;15134;taxable;1;38,5;20,09
2023-5_19814;2023-05-01;19814;taxable;1;14,1;6,92
2023-5_16124;2023-05-01;16124;taxable;1;20,5;10,27
2023-5_16262;2023-05-01;16262;taxable;1;24,3;12,68
2023-5_13982;2023-05-01;13982;taxable;1;83,7;41,08
2023-5_15813;2023-05-01;15813;taxable;1;14,1;7,69
2023-5_14773;2023-05-01;14773;taxable;1;115,1;53,3
2023-5_15808;2023-05-01;15808;taxable;1;27,8;14,84
2023-5_15794;2023-05-01;15794;taxable;1;53,5;27,2
2023-5_15946;2023-05-01;15946;taxable;1;10,9;5,8
2023-5_16213;2023-05-01;16213;taxable;1;5,8;2,88
2023-5_14855;2023-05-01;14855;taxable;1;19,2;10,22
2023-5_3510;2023-05-01;3510;taxable;1;176;78,25
2023-5_14827;2023-05-01;14827;taxable;1;73,5;39,79
2023-5_14089;2023-05-01;14089;taxable;1;36,9;20,02
2023-5_15283;2023-05-01;15283;taxable;1;13,9;7,27
2023-5_15629;2023-05-01;15629;taxable;1;13,5;6,63
2023-5_14647;2023-05-01;14647;taxable;1;44,6;21,89
2023-5_15036;2023-05-01;15036;taxable;1;16,9;8,3
2023-5_11467;2023-05-01;11467;taxable;1;49,5;22,01
2023-5_16504;2023-05-01;16504;taxable;1;6,8;3,51
2023-5_16537;2023-05-01;16537;taxable;1;20,1;10,45
2023-5_16062;2023-05-01;16062;taxable;1;21,7;11,73
2023-5_16416;2023-05-01;16416;taxable;1;16,6;8,92
2023-5_15657;2023-05-01;15657;taxable;1;18,6;9,23
2023-5_15658;2023-05-01;15658;taxable;1;23,4;11,73
2023-5_38;2023-05-01;38;taxable;1;8,6;4,22
2023-5_41;2023-05-01;41;taxable;1;42,6;21,73
2023-5_15399;2023-05-01;15399;taxable;1;23,8;12,54
2023-5_16283;2023-05-01;16283;taxable;1;10,5;5,49
2023-5_14570;2023-05-01;14570;taxable;1;5,2;2,74
2023-5_13313;2023-05-01;13313;taxable;1;18,5;9,46
2023-5_16041;2023-05-01;16041;taxable;1;45,4;24,87
2023-5_15678;2023-05-01;15678;taxable;1;28,5;15,75
2023-5_16034;2023-05-01;16034;taxable;1;54,8;28,6
2023-5_16120;2023-05-01;16120;taxable;1;12,6;6,31
2023-5_14092;2023-05-01;14092;taxable;1;33,2;17,84
2023-5_15444;2023-05-01;15444;taxable;1;23,4;12,21
2023-5_14950;2023-05-01;14950;taxable;1;12,7;6,82
2023-5_15621;2023-05-01;15621;taxable;1;21,7;11,66
2023-5_11862;2023-05-01;11862;taxable;1;60;30,07
2023-5_1662;2023-05-01;1662;taxable;1;49;27,73
2023-5_807;2023-05-01;807;taxable;1;52,9;27,88
2023-5_13217;2023-05-01;13217;taxable;1;77,4;39,59
2023-5_15032;2023-05-01;15032;taxable;1;14,2;7,8
2023-5_12366;2023-05-01;12366;taxable;1;25;12,79
2023-5_16166;2023-05-01;16166;taxable;1;24;13,02
2023-5_11225;2023-05-01;11225;taxable;1;49,5;28,59
2023-5_16323;2023-05-01;16323;taxable;1;14,2;6,99
2023-5_13567;2023-05-01;13567;taxable;1;17,4;8,99
2023-5_16003;2023-05-01;16003;taxable;1;11,8;6,64
2023-5_16539;2023-05-01;16539;taxable;1;15,4;7,56
2023-5_19820;2023-05-01;19820;taxable;1;62,1;34,51
2023-5_7818;2023-05-01;7818;taxable;1;49;30,01
2023-5_13379;2023-05-01;13379;taxable;1;12,5;6,46
2023-5_14712;2023-05-01;14712;taxable;1;43,5;22,7
2023-5_15933;2023-05-01;15933;taxable;1;7,1;3,56
2023-5_14184;2023-05-01;14184;taxable;1;27,9;13,69
2023-5_16063;2023-05-01;16063;taxable;1;20,8;10,75
2023-5_14429;2023-05-01;14429;taxable;1;24;12,77
2023-5_13910;2023-05-01;13910;taxable;1;26,6;14,29
2023-5_16024;2023-05-01;16024;taxable;1;7,6;3,77
2023-5_14090;2023-05-01;14090;taxable;1;34,8;17,8
2023-5_15860;2023-05-01;15860;taxable;1;13,7;7,84
2023-5_15261;2023-05-01;15261;taxable;1;12,6;6,77
2023-5_14561;2023-05-01;14561;taxable;1;11,1;5,68
2023-5_15227;2023-05-01;15227;taxable;1;57;25,08
2023-5_12641;2023-05-01;12641;taxable;1;59;28,39
2023-5_16068;2023-05-01;16068;taxable;1;30,6;17,67
2023-5_16096;2023-05-01;16096;taxable;1;23,5;12,02
2023-5_14797;2023-05-01;14797;taxable;1;46;24,72
2023-5_12476;2023-05-01;12476;taxable;1;31,7;17,2
2023-5_16304;2023-05-01;16304;taxable;1;6,5;3,53
2023-5_15737;2023-05-01;15737;taxable;1;12,8;6,99
2023-5_12494;2023-05-01;12494;taxable;1;35,3;18,06
2023-5_16281;2023-05-01;16281;taxable;1;19,4;10,23
2023-5_16578;2023-05-01;16578;taxable;1;39,1;19,19
2023-5_15770;2023-05-01;15770;taxable;1;13,6;6,7
2023-5_14802;2023-05-01;14802;taxable;1;41;20,76
2023-5_15850;2023-05-01;15850;taxable;1;11,9;6,03
2023-5_16159;2023-05-01;16159;taxable;1;8,5;4,57
2023-5_15704;2023-05-01;15704;taxable;1;45,3;23,62
2023-5_15839;2023-05-01;15839;taxable;1;15,5;8,25
2023-5_13052;2023-05-01;13052;taxable;1;49,9;27,53
2023-5_15375;2023-05-01;15375;taxable;1;11,6;5,81
2023-5_15486;2023-05-01;15486;taxable;1;13,4;6,65
2023-5_15875;2023-05-01;15875;taxable;1;19;10,31
2023-5_15659;2023-05-01;15659;taxable;1;31,5;16,93
2023-5_16295;2023-05-01;16295;taxable;1;6,3;3,62
2023-5_15178;2023-05-01;15178;taxable;1;34,4;18,13
2023-5_16005;2023-05-01;16005;taxable;1;16,45;8,07
2023-5_15329;2023-05-01;15329;taxable;1;57;29,74
2023-5_14366;2023-05-01;14366;taxable;1;7,4;3,75
2023-5_15307;2023-05-01;15307;taxable;1;8,5;4,17
2023-5_15773;2023-05-01;15773;taxable;1;28,4;14,53
2023-5_13854;2023-05-01;13854;taxable;1;86,6;58,95
2023-5_13073;2023-05-01;13073;taxable;1;79,2;43,92
2023-5_14941;2023-05-01;14941;taxable;1;20,3;10,2
2023-5_16132;2023-05-01;16132;taxable;1;7,4;3,98
2023-5_13627;2023-05-01;13627;taxable;1;16,4;8,3
2023-5_14736;2023-05-01;14736;taxable;1;44,5;22,3
2023-5_14955;2023-05-01;14955;taxable;1;25;12,4
2023-5_15656;2023-05-01;15656;taxable;1;38,8;20,01
2023-5_16066;2023-05-01;16066;taxable;1;69,8;36,06
2023-5_15162;2023-05-01;15162;taxable;1;21,5;11,34
2023-5_16045;2023-05-01;16045;taxable;1;7,7;4,14
2023-5_16529;2023-05-01;16529;taxable;1;13,5;6,91
2023-5_14580;2023-05-01;14580;taxable;1;64,9;34,54
2023-5_15310;2023-05-01;15310;taxable;1;9,5;5,15
2023-5_15747;2023-05-01;15747;taxable;1;16,7;8,46
2023-5_12881;2023-05-01;12881;taxable;1;43,9;22,23
2023-5_16119;2023-05-01;16119;taxable;1;55,4;29,77
2023-5_13914;2023-05-01;13914;taxable;1;116,5;74,09
2023-5_15526;2023-05-01;15526;taxable;1;21,8;12,52
2023-5_15764;2023-05-01;15764;taxable;1;24,4;12,1
2023-5_15378;2023-05-01;15378;taxable;1;24,6;13,48
2023-5_15864;2023-05-01;15864;taxable;1;38,6;19,74
2023-5_16046;2023-05-01;16046;taxable;1;55,1;31,48
2023-5_11996;2023-05-01;11996;taxable;1;45;27,04
2023-5_13662;2023-05-01;13662;taxable;1;16,3;8,51
2023-5_16011;2023-05-01;16011;taxable;1;22,8;11,54
2023-5_15776;2023-05-01;15776;taxable;1;27,9;14,85
2023-5_15967;2023-05-01;15967;taxable;1;22,6;12,19
2023-5_14800;2023-05-01;14800;taxable;1;35;17,54
2023-5_15787;2023-05-01;15787;taxable;1;12,6;6,64
2023-5_19816;2023-05-01;19816;taxable;1;71,6;38,47
2023-5_1360;2023-05-01;1360;taxable;1;29,5;17,55
2023-5_14897;2023-05-01;14897;taxable;1;42;20,62
2023-5_13215;2023-05-01;13215;taxable;1;75,4;39,77
2023-5_11669;2023-05-01;11669;taxable;1;56,3;30,54
2023-5_8365;2023-05-01;8365;taxable;1;10,3;5,06
2023-5_15180;2023-05-01;15180;taxable;1;31,6;17
2023-5_15660;2023-05-01;15660;taxable;1;51;27,06
2023-5_15766;2023-05-01;15766;taxable;1;15,4;7,72
2023-5_15812;2023-05-01;15812;taxable;1;13;6,52
2023-5_16013;2023-05-01;16013;taxable;1;16,4;8,13
2023-5_304;2023-05-01;304;taxable;1;39;24,86
2023-5_15480;2023-05-01;15480;taxable;1;26,5;13,97
2023-5_14395;2023-05-01;14395;taxable;1;53,2;26,11
2023-5_14323;2023-05-01;14323;taxable;1;57;29,74
2023-5_16229;2023-05-01;16229;taxable;1;16,9;8,3
2023-5_15923;2023-05-01;15923;taxable;1;56,4;30,6
2023-5_16565;2023-05-01;16565;taxable;1;20,2;10,54
2023-5_13647;2023-05-01;13647;taxable;1;21;11,18
2023-5_14604;2023-05-01;14604;taxable;1;31;15,86
2023-5_16296;2023-05-01;16296;taxable;1;18,5;10,36
2023-5_16239;2023-05-01;16239;taxable;1;10,2;6
2023-5_15338;2023-05-01;15338;taxable;1;12,9;6,53
2023-5_15958;2023-05-01;15958;taxable;1;7;3,44
2023-5_14751;2023-05-01;14751;taxable;1;12;6,45
2023-5_11668;2023-05-01;11668;taxable;1;88,4;44,3
2023-5_11847;2023-05-01;11847;taxable;1;43;21,55
2023-5_12599;2023-05-01;12599;taxable;1;16,7;8,97
2023-5_16527;2023-05-01;16527;taxable;1;12,4;6,33
2023-5_15665;2023-05-01;15665;taxable;1;18,2;9,66
2023-5_15183;2023-05-01;15183;taxable;1;35,6;18,21
2023-5_13762;2023-05-01;13762;taxable;1;10,7;5,64
2023-5_15337;2023-05-01;15337;taxable;1;20,5;11,02
2023-5_16121;2023-05-01;16121;taxable;1;25;12,4
2023-5_14474;2023-05-01;14474;taxable;1;14,3;7,02
2023-5_802;2023-05-01;802;taxable;1;39,6;21,07
2023-5_11997;2023-05-01;11997;taxable;1;62,1;38,04
2023-5_15940;2023-05-01;15940;taxable;1;225;137,81
2023-5_15146;2023-05-01;15146;taxable;1;14,3;8,06
2023-5_13072;2023-05-01;13072;taxable;1;15,2;8
2023-5_16133;2023-05-01;16133;taxable;1;9,3;4,95
2023-5_14461;2023-05-01;14461;taxable;1;43;22,73
2023-5_14805;2023-05-01;14805;taxable;1;102,3;51,8
2023-5_15730;2023-05-01;15730;taxable;1;18,7;9,37
2023-5_8193;2023-05-01;8193;taxable;1;15,4;8,12
2023-5_15748;2023-05-01;15748;taxable;1;31,1;16,39
2023-5_15004;2023-05-01;15004;taxable;1;18,2;9,22
2023-5_15202;2023-05-01;15202;taxable;1;15,2;7,93
2023-5_16069;2023-05-01;16069;taxable;1;14,7;7,97
2023-5_15300;2023-05-01;15300;taxable;1;20,8;10,64
2023-5_15952;2023-05-01;15952;taxable;1;20,1;10,9
2023-5_15434;2023-05-01;15434;taxable;1;19;10,31
2023-5_11585;2023-05-01;11585;taxable;1;49,5;23,6
2023-5_16180;2023-05-01;16180;taxable;1;14,4;7,81
2023-5_12203;2023-05-01;12203;taxable;1;29,7;17,65
2023-5_15887;2023-05-01;15887;taxable;1;69;34,22
2023-5_15342;2023-05-01;15342;taxable;1;19,4;10,93
2023-5_15753;2023-05-01;15753;taxable;1;17,9;9,71
2023-5_15325;2023-05-01;15325;taxable;1;41,2;21,71
2023-5_15927;2023-05-01;15927;taxable;1;16,7;8,28
2023-5_13659;2023-05-01;13659;taxable;1;12,8;6,94
2023-5_15403;2023-05-01;15403;taxable;1;10,9;6,3
2023-5_15949;2023-05-01;15949;taxable;1;10,7;5,31
2023-5_13460;2023-05-01;13460;taxable;1;16,6;8,32
2023-5_8463;2023-05-01;8463;taxable;1;59,6;30,18
2023-5_15414;2023-05-01;15414;taxable;1;11,3;5,96
2023-5_16043;2023-05-01;16043;taxable;1;19,3;10,27
2023-5_7033;2023-05-01;7033;taxable;1;43,7;27,66
2023-5_15745;2023-05-01;15745;taxable;1;41,5;21,54
2023-5_15072;2023-05-01;15072;taxable;1;121;63,14
2023-5_15382;2023-05-01;15382;taxable;1;100;52,7
2023-5_14302;2023-05-01;14302;taxable;1;6,8;3,48
2023-5_15951;2023-05-01;15951;taxable;1;24,5;12,41
2023-5_14241;2023-05-01;14241;taxable;1;57,6;30,36
2023-5_11258;2023-05-01;11258;taxable;1;13,6;9,1
2023-5_15531;2023-05-01;15531;taxable;1;26,7;15,3
2023-5_15857;2023-05-01;15857;taxable;1;19,8;9,72
2023-5_16022;2023-05-01;16022;taxable;1;18;9,77
2023-5_16028;2023-05-01;16028;taxable;1;13,6;7,03
2023-5_15941;2023-05-01;15941;taxable;1;12,7;6,76
2023-5_16237;2023-05-01;16237;taxable;1;30,2;16,34
2023-5_15663;2023-05-01;15663;taxable;1;15,9;8,41
2023-5_15845;2023-05-01;15845;taxable;1;49,4;26,53
2023-5_16230;2023-05-01;16230;taxable;1;16,3;8
2023-5_16501;2023-05-01;16501;taxable;1;23,2;11,99
2023-5_15280;2023-05-01;15280;taxable;1;12,9;6,93
2023-5_16472;2023-05-01;16472;taxable;1;80,8;46,39
2023-5_16276;2023-05-01;16276;taxable;1;13,4;6,85
2023-5_14100;2023-05-01;14100;taxable;1;40,7;21,87
2023-5_15533;2023-05-01;15533;taxable;1;40,6;22
2023-5_15859;2023-05-01;15859;taxable;1;24,3;12,93
2023-5_14099;2023-05-01;14099;taxable;1;27,3;13,82
2023-5_13959;2023-05-01;13959;taxable;1;24,6;12,71
2023-5_15613;2023-05-01;15613;taxable;1;25,9;12,98
2023-5_14504;2023-05-01;14504;taxable;1;25;20,83333333
2023-5_15149;2023-05-01;15149;taxable;1;50,1;24,59
2023-5_14977;2023-05-01;14977;taxable;1;18,3;9,93
2023-5_14676;2023-05-01;14676;taxable;1;17,8;9,56
2023-5_15339;2023-05-01;15339;taxable;1;23,2;12,73
2023-5_16160;2023-05-01;16160;taxable;1;11,5;6,18
2023-5_15402;2023-05-01;15402;taxable;1;16,9;8,89
2023-5_15922;2023-05-01;15922;taxable;1;71,3;38,31
2023-5_15527;2023-05-01;15527;taxable;1;21,9;11,32
2023-5_15966;2023-05-01;15966;taxable;1;14,4;7,66
2023-5_15452;2023-05-01;15452;taxable;1;26,2;13,67
2023-5_14981;2023-05-01;14981;taxable;1;18,7;9,66
2023-5_12585;2023-05-01;12585;taxable;1;51,6;31
2023-5_15213;2023-05-01;15213;taxable;1;13,4;7,2
2023-5_15810;2023-05-01;15810;taxable;1;22,4;11,23
2023-5_12657;2023-05-01;12657;taxable;1;31,8;18,16
2023-5_16149;2023-05-01;16149;taxable;1;9,3;4,81
2023-5_15891;2023-05-01;15891;taxable;1;27,5;14,21
2023-5_15567;2023-05-01;15567;taxable;1;44;23,42
2023-5_14865;2023-05-01;14865;taxable;1;24,8;12,69
2023-5_15763;2023-05-01;15763;taxable;1;22,4;10,99
2023-5_15862;2023-05-01;15862;taxable;1;60,1;31,51
2023-5_14899;2023-05-01;14899;taxable;1;21,8;10,81
2023-5_16057;2023-05-01;16057;taxable;1;19,8;10,33
2023-5_15614;2023-05-01;15614;taxable;1;25,9;12,85
2023-5_9562;2023-05-01;9562;taxable;1;39;22,3
2023-5_13209;2023-05-01;13209;taxable;1;29,8;15,86
2023-5_805;2023-05-01;805;taxable;1;58,3;28,62
2023-5_531;2023-05-01;531;taxable;1;22,5;13,78
2023-5_15683;2023-05-01;15683;taxable;1;9,7;5,11
2023-5_15674;2023-05-01;15674;taxable;1;10,3;5,32
2023-5_15880;2023-05-01;15880;taxable;1;13,7;6,72
2023-5_14569;2023-05-01;14569;taxable;1;10,6;5,64
2023-5_15953;2023-05-01;15953;taxable;1;33,2;17,15
2023-5_14581;2023-05-01;14581;taxable;1;228,4;128,56
2023-5_15344;2023-05-01;15344;taxable;1;65;35,26
2023-5_798;2023-05-01;798;taxable;1;62,4;31,92
2023-5_16155;2023-05-01;16155;taxable;1;17,5;9,31
2023-5_13913;2023-05-01;13913;taxable;1;86,8;50,13
2023-5_15869;2023-05-01;15869;taxable;1;54,1;29,48
2023-5_16273;2023-05-01;16273;taxable;1;9;4,65
2023-5_6616;2023-05-01;6616;taxable;1;59,6;30,18
2023-5_14746;2023-05-01;14746;taxable;1;18,4;9,22
2023-5_16129;2023-05-01;16129;taxable;1;43,5;23,37
2023-5_15706;2023-05-01;15706;taxable;1;33;18,06
2023-5_14844;2023-05-01;14844;taxable;1;27,8;14,65
2023-5_15256;2023-05-01;15256;taxable;1;46,5;22,82
2023-5_15736;2023-05-01;15736;taxable;1;23,1;13,12
2023-5_15349;2023-05-01;15349;taxable;1;16,8;8,68
2023-5_15030;2023-05-01;15030;taxable;1;16,9;8,38
2023-5_15456;2023-05-01;15456;taxable;1;7,9;4,04
2023-5_15369;2023-05-01;15369;taxable;1;12,2;6,8
2023-5_14253;2023-05-01;14253;taxable;1;24,4;12,61
2023-5_14912;2023-05-01;14912;taxable;1;18;9,02
2023-5_13074;2023-05-01;13074;taxable;1;77,8;40,6
2023-5_16322;2023-05-01;16322;taxable;1;5,8;2,97
2023-5_12365;2023-05-01;12365;taxable;1;28;14,61
2023-5_16326;2023-05-01;16326;taxable;1;30;15,5
2023-5_15662;2023-05-01;15662;taxable;1;9,9;5,01
2023-5_30000;2023-05-01;30000;taxable;1;29,95;12,1671875
2023-5_30001;2023-05-01;30001;taxable;1;29,95;14,975
2023-5_30002;2023-05-01;30002;taxable;1;24,99;11,32359375
2023-5_30003;2023-05-01;30003;taxable;1;24,95;13,64453125
2023-5_30004;2023-05-01;30004;taxable;1;28,25;15,0078125
2023-5_30005;2023-05-01;30005;taxable;1;28,25;12,80078125
2023-5_30006;2023-05-01;30006;taxable;1;28,25;13,68359375
2023-5_30007;2023-05-01;30007;taxable;1;28,25;12,80078125
2023-5_30008;2023-05-01;30008;taxable;1;29,95;14,975
2023-5_30009;2023-05-01;30009;taxable;1;13,49;5,901875
2023-5_30010;2023-05-01;30010;taxable;1;34,49;17,245
2023-5_30011;2023-05-01;30011;taxable;1;13,49;6,95578125
2023-5_30012;2023-05-01;30012;taxable;1;13,49;6,53421875
2023-5_30013;2023-05-01;30013;taxable;1;31,95;17,47265625
2023-5_30014;2023-05-01;30014;taxable;1;31,95;12,48046875
2023-5_30015;2023-05-01;30015;taxable;1;31,95;15,975
2023-5_30016;2023-05-01;30016;taxable;1;29,95;11,69921875
2023-5_30017;2023-05-01;30017;taxable;1;29,95;12,63515625
2023-5_30018;2023-05-01;30018;taxable;1;29,95;13,103125
2023-5_30019;2023-05-01;30019;taxable;1;29,95;14,0390625
2023-5_30020;2023-05-01;30020;taxable;1;9,95;4,0421875
2023-5_30021;2023-05-01;30021;taxable;1;27,49;12,8859375
2023-5_30022;2023-05-01;30022;taxable;1;27,49;12,8859375
2023-5_30023;2023-05-01;30023;taxable;1;13,49;5,26953125
2023-5_30024;2023-05-01;30024;taxable;1;13,95;6,103125
2023-5_30025;2023-05-01;30025;taxable;1;14,49;5,8865625
2023-5_30026;2023-05-01;30026;taxable;1;8,49;3,714375
2023-5_30027;2023-05-01;30027;taxable;1;8,49;4,5103125
2023-5_30028;2023-05-01;30028;taxable;1;9,49;5,0415625
2023-5_30029;2023-05-01;30029;taxable;1;3,95;1,728125
2023-5_30030;2023-05-01;30030;taxable;1;7,95;3,2296875
2023-5_30031;2023-05-01;30031;taxable;1;9,5;3,7109375
2023-5_30032;2023-05-01;30032;taxable;1;8,49;4,11234375
2023-5_30033;2023-05-01;30033;taxable;1;8,49;3,58171875
2023-5_30034;2023-05-01;30034;taxable;1;7,95;4,34765625
2023-5_30035;2023-05-01;30035;taxable;1;2,95;1,290625
2023-5_30036;2023-05-01;30036;taxable;1;10,95;4,4484375
2023-5_30037;2023-05-01;30037;taxable;1;10,95;5,64609375
2023-5_30038;2023-05-01;30038;taxable;1;7,95;3,85078125
2023-5_30039;2023-05-01;30039;taxable;1;2,95;1,3828125
2023-5_30040;2023-05-01;30040;taxable;1;2,95;1,24453125
2023-5_30041;2023-05-01;30041;taxable;1;2,95;1,475
2023-5_30042;2023-05-01;30042;taxable;1;1,95;0,94453125
2023-5_30043;2023-05-01;30043;taxable;1;18,49;8,37828125
2023-5_30044;2023-05-01;30044;taxable;1;27,95;14,8484375
2023-5_30045;2023-05-01;30045;taxable;1;12,5;6,4453125
2023-5_30046;2023-05-01;30046;taxable;1;7,95;4,34765625
2023-5_4055;2023-05-01;4055;taxable;0;86,1;37,88
2023-5_4090;2023-05-01;4090;taxable;0;73;33,79
2023-5_4092;2023-05-01;4092;taxable;0;52,4;31,06
2023-5_4195;2023-05-01;4195;taxable;0;14,1;7,36
2023-5_4209;2023-05-01;4209;taxable;0;73,5;33,01
2023-5_4233;2023-05-01;4233;taxable;0;20;10,33
2023-5_4278;2023-05-01;4278;taxable;0;21,5;10,78
2023-5_4279;2023-05-01;4279;taxable;0;10,7;5,53
2023-5_4289;2023-05-01;4289;taxable;0;24,4;13,57
2023-5_4565;2023-05-01;4565;taxable;0;30,5;15,92
2023-5_4568;2023-05-01;4568;taxable;0;21,5;11,22
2023-5_4577;2023-05-01;4577;taxable;0;52,7;27,66
